Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	11 - Aude	1 - Carcassonne	211100698 - Carcassonne	200035715	CA Carcassonne Agglo	CA	0	0	2012-12-21	2013-01-01	ACCOR		83	116510	46	FPU	M.	Régis	BANQUET	
76 - Occitanie	11 - Aude	3 - Narbonne	211102629 - Narbonne	241100593	CA Le Grand Narbonne	CA	0	0	2002-12-26	2002-12-26	RDC		37	134654	36	FPU	M.	Bertrand	MALQUIER	
76 - Occitanie	11 - Aude	1 - Carcassonne	211100490 - Bram	200035707	CC Piège Lauragais Malepère	CC	0	0	2012-12-19	2013-01-01	RDC		38	16776	29	FPU	M.	André	VIOLA	
76 - Occitanie	11 - Aude	1 - Carcassonne	211100763 - Castelnaudary	200035855	CC Castelnaudary Lauragais Audois	CC	0	0	2012-12-21	2013-01-01	RDC		43	28709	32	FPU	M.	Philippe	GREFFIER	
76 - Occitanie	11 - Aude	3 - Narbonne	211102033 - Lézignan-Corbières	200035863	CC Région Lézignanaise, Corbières et Minervois	CC	0	0	2012-12-20	2013-01-01	RDC		54	33753	31	FPU	M.	André	HERNANDEZ	
76 - Occitanie	11 - Aude	1 - Carcassonne	211101746 - Les Ilhes	200042463	CC de la Montagne Noire	CC	0	0	2014-01-01	2014-01-01	RDC		22	6032	23	ASZSE	M.	Cyril	DELPECH	
76 - Occitanie	11 - Aude	2 - Limoux	200059418 - Quillan	200043776	CC Pyrénées audoises	CC	0	0	2013-05-30	2014-01-01	RDC		61	13866	31	FPU	M.	Francis	SAVY	
76 - Occitanie	11 - Aude	2 - Limoux	211102066 - Limoux	200071926	CC du Limouxin	CC	0	0	2016-12-02	2017-01-01	RDC		76	28531	34	FPU	M.	Pierre	DURAND	
76 - Occitanie	11 - Aude	2 - Limoux	211104278 - Villelongue-d'Aude	200004794	SIVU RP Loupia, Pomy, Villelongue-d'Aude	SIVU	0	0	2006-08-29	2006-08-29	MEMNB		3	617	1	CBUDG	Mme	Marie-Claudine	LAFFONT	
76 - Occitanie	11 - Aude	3 - Narbonne	211101233 - Duilhac-sous-Peyrepertuse	200010619	SIVOS Henry-Paul Eydoux	SIVU	0	0	2007-09-27	2007-09-27	AUTR		4	470	2	CBUDG	M.	Alexandre	DELLOUE	
76 - Occitanie	11 - Aude	2 - Limoux	211100532 - Brugairolles	200015915	SIVU du RPI du Razès	SIVU	0	0	2007-10-09	2007-10-09	MEMNB		4	1088	1	CBUDG	M.	Christophe	BARE	
76 - Occitanie	11 - Aude	3 - Narbonne	211101456 - Fleury	200021673	SI de lavage de machines agricoles (SILMA)	SIVU	0	0	2009-07-24	2009-07-24	MEMNB		2	7264	1	CBUDG	M.	André-Luc	MONTAGNIER	
76 - Occitanie	11 - Aude	3 - Narbonne	211103866 - Talairan	200024552	SIVU Talairan - Tournissan	SIVU	0	0	2010-02-18	2010-02-18	MEMNB		2	736	1	CBUDG	Mme	Julie	ARTHOZOUL	
76 - Occitanie	11 - Aude	2 - Limoux	211101977 - Lauraguel	200026144	SIVU de la station d'épuration du Razès	SIVU	0	0	2010-10-04	2010-10-04	MEMNB		4	1620	1	CBUDG	M.	Joël	CATHALA	
76 - Occitanie	11 - Aude	3 - Narbonne	211101647 - Ginestas	200027423	SIVU du Sud Minervois	SIVU	0	0	2010-12-28	2011-01-01	POPUL		11	15400	2	CBUDG	M.	Christian	LAPALU	
76 - Occitanie	11 - Aude	3 - Narbonne	211100672 - Canet	200055077	SIVU des écoles	SIVU	0	0	2015-10-28	2015-10-28	AUTR	représentation des communes par deux délégués	3	2658	1	CBUDG	M.	André	HERNANDEZ	
76 - Occitanie	11 - Aude	1 - Carcassonne	211101225 - Douzens	200071009	SI Piémont d'Alaric (SYPA)	SIVU	0	0	2016-12-14	2017-01-01	MEMNB		11	6332	1	CBUDG	M.	Philippe	RAPPENEAU	
76 - Occitanie	11 - Aude	3 - Narbonne	211103072 - Raissac-d'Aude	200081107	SI d'aires de lavage entre Corbières et Minervois	SIVU	0	0	2018-05-15	2018-05-15	MEMNB		10	11015	1	CBUFI	M.	Didier	BOUSQUET	
76 - Occitanie	11 - Aude	2 - Limoux	211100219 - Axat	200088979	SIVU de la résidence autonome du pays d'Axat	SIVU	0	0	2019-03-12	2019-03-12	AUTR		17	1590	1	CBUDG	M.	Jacques	GALY	
76 - Occitanie	11 - Aude	3 - Narbonne	211103320 - Saint-André-de-Roquelongue	200100105	SIVU Aire de lavage de Prat du Raix	SIVU	0	0	2023-02-22	2023-03-01	MEMNB		2	2040	1	CBUDG	M.	Ghislain	calvel	
76 - Occitanie	11 - Aude	1 - Carcassonne	211100680 - Capendu	251100178	SI du collège de Capendu	SIVU	0	0	1959-11-06	1959-11-06	AUTR		13	8568	1	CBUFI	M.	Claude	BUSTO	
76 - Occitanie	11 - Aude	3 - Narbonne	211100771 - Castelnau-d'Aude	251100251	SIAEP de Castelnau - Escales	SIVU	0	0	1950-06-12	1950-06-12	MEMNB		2	995	1	CBUDG	M.	Raymond	BRU	
76 - Occitanie	11 - Aude	2 - Limoux	211101035 - Couiza	251100301	SI de relais ORTF du Mont Joseph	SIVU	0	0	1966-09-12	1966-09-12	MEMNB		5	3977	1	CBUDG	Mme	Josiane	THOREAU	
76 - Occitanie	11 - Aude	3 - Narbonne	211101167 - Cuxac-d'Aude	251100335	SI d'irrigation de Cuxac - Coursan	SIVU	0	0	1936-02-24	1936-02-24	MEMNB		2	9963	1	CBUDG	M.	Grégory	DELFOUR	
