Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	09 - Ariège	1 - Foix	210901229 - Foix	200067791	CA L'Agglo Foix-Varilhes	CA	0	0	2016-11-16	2017-01-01	RDC		42	33097	44	FPU	M.	Thomas	FROMENTIN	
76 - Occitanie	09 - Ariège	2 - Pamiers	210901948 - Mirepoix	200044469	CC du Pays de Mirepoix	CC	0	0	2013-12-31	2014-01-01	RDC		33	10876	25	FPU	M.	Alain	TOMEO	
76 - Occitanie	09 - Ariège	3 - Saint-Girons	210901245 - Le Fossat	200066223	CC Arize Lèze	CC	0	0	2016-10-30	2017-01-01	RDC		27	11203	26	FPU	M.	Jean-Claude	COURNEIL	
76 - Occitanie	09 - Ariège	2 - Pamiers	210902250 - Pamiers	200066231	CC des Portes d'Ariège Pyrénées	CC	0	0	2016-10-05	2017-01-01	RDC		34	41529	24	FPU	M.	Alain	ROCHET	
76 - Occitanie	09 - Ariège	1 - Foix	210901765 - Luzenac	200066363	CC de la Haute Ariège	CC	0	0	2016-09-27	2017-01-01	RDC		52	7350	36	FPU	M.	Alain	NAUDY	
76 - Occitanie	09 - Ariège	3 - Saint-Girons	210902680 - Saint-Lizier	200067940	CC Couserans-Pyrénées	CC	0	0	2016-11-18	2017-01-01	RDC		94	30855	31	FPU	M.	Jean-Noel	VIGNEAU	
76 - Occitanie	09 - Ariège	1 - Foix	210903068 - Tarascon-sur-Ariège	240900431	CC du Pays de Tarascon	CC	0	0	1994-07-21	1995-01-01	RDC		20	8622	28	FPU	M.	Philippe	PUJOL	
76 - Occitanie	09 - Ariège	2 - Pamiers	210901609 - Lavelanet	240900464	CC du Pays d'Olmes	CC	0	0	1995-12-26	1996-01-01	RDC		24	15046	23	FPU	M.	Marc	SANCHEZ	
76 - Occitanie	09 - Ariège	3 - Saint-Girons	210901112 - Engomer	200004604	SIVE du Bas Castillonnais	SIVU	0	0	2006-08-29	2006-08-29	AUTR	fixé par les statuts sans préciser sur quel critére	3	621	1	CBUDG	M.	Jean-Claude	LE HIR	
76 - Occitanie	09 - Ariège	3 - Saint-Girons	210900858 - Castillon-en-Couserans	200051084	Syndicat à vocation éducative de Castillon	SIVU	0	0	2015-03-05	2015-03-05	MEMNB		9	1472	1	CBUDG	M.	Patrick	TIMBART	
