Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	249740077	CA CIVIS (Communauté Intercommunale des Villes Solidaires)	CA	0	0	2002-12-26	2002-12-31	RDC		6	183407	43	FPU	M.	Michel	FONTAINE	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740222 - Le Tampon	249740085	CA du Sud	CA	0	0	2009-12-30	2010-01-01	RDC		4	134549	34	FPU	M.	André	THIEN-AH-KOON	
04 - La Réunion	974 - La Réunion	3 - Saint-Benoît	219740107 - Saint-Benoît	249740093	CA Intercommunale de la Réunion Est (CIREST)	CA	0	0	2001-12-21	2001-12-31	RDC		6	129147	36	FPU	M.	Patrice	SELLY	
04 - La Réunion	974 - La Réunion	4 - Saint-Paul	219740073 - Le Port	249740101	CA Territoire de la Côte Ouest (TCO)	CA	0	0	2001-12-31	2001-12-31	RDC		5	218184	40	FPU	M.	Emmanuel	SERAPHIN	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740115 - Saint-Denis	249740119	CA Intercommunale du Nord de la Réunion (CINOR)	CA	0	0	2000-12-28	2000-12-31	RDC		3	215588	38	FPU	M.	Maurice	GIRONCEL	
04 - La Réunion	974 - La Réunion	4 - Saint-Paul	219740073 - Le Port	259740017	Syndicat des eaux usées du Port et de la Possession	SIVU	0	0	1980-06-02	1980-06-02	MEMNB		2	69275	1	CBUDG	M.	Jean-Yves	LANGENIER	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740206 - Sainte-Suzanne	259741023	SIDELEC	SIVU	0	0	2000-03-29	2000-03-29	MEMNB		24	880875	7	AUCUN	M.	Daniel	ALAMELOU	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740222 - Le Tampon	200101079	SAEP des Hirondelles	SMF	0	0	2019-06-25	2019-06-25	AUTR	6 délégués titulaires de la CASud et 6 suppléants  2 délégués titulaires de la CIVIS et 2 suppléants	6	317956	5	CBUDG	M.	André	THIEN AH KOON	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	259741080	SM d'études et de programmation du SCOT du Grand Sud	SMF	0	0	2005-01-31	2005-01-31	POPUL		2	317956	1	CBUDG	M.	Patrick	LEBRETON	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740115 - Saint-Denis	200045250	SM du parc routier de La Réunion	SMO	0	0	2013-12-10	2013-12-10	AUTR	le comité syndical est composé de 6 délégués titulaires et 6 délégués suppléants. La répartition des voix au sein du comité syndical est la suivante :   4 délégués titulaires et 4 délégués suppléants pour le Conseil régional de La Réunion  2 délégués titulaires et 2 délégués suppléants  pour le Conseil départemental de La Réunion  1 délégué titulaire et 1 délégué  suppléant désigné par le conseil d'administration du SDIS	3	0	2	CBUDG	M.	Jacques	TECHER	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740115 - Saint-Denis	200045276	Ile De La Réunion Mobilités	SMO	0	0	2013-06-19	2013-06-19	MEMNB		7	880875	1	CBUDG	M.	Alix	GALBOIS	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	200045342	SM de traitement des déchets des microrégions Sud et Ouest de La Réunion dénommé ILEVA	SMO	0	0	2014-01-29	2014-01-29	MEMNB		5	536140	1	CBUDG	M.	Michel	FONTAINE	
04 - La Réunion	974 - La Réunion	1 - Saint-Denis	219740206 - Sainte-Suzanne	200050052	SI de traitement des déchets du Nord et de l'Est (SYDNE)	SMO	0	0	2014-12-24	2015-01-01	AUTR		3	344735	2	CBUFI	M.	Daniel	ALAMELOU	
04 - La Réunion	974 - La Réunion	2 - Saint-Pierre	219740164 - Saint-Pierre	259741007	SM de Pierrefonds	SMO	0	0	1995-03-16	1995-03-16	AUTR	Communauté d'agglomération du Sud : 13  Communauté intercommunale des ville solidaires : 18  Commune de Saint-Leu : 3  Département de La Réunion : 3  Région Réunion : 3	5	353322	2	CBUDG	M.	André	THIEN AH KOON	
