Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
24 - Centre-Val de Loire	37 - Indre-et-Loire	2 - Tours	213702616 - Tours	243700754	Tours Métropole Val de Loire	METRO	0	0	1999-12-30	1999-12-30	RDC		22	302825	52	FPU	M.	Frederic	AUGIS	
24 - Centre-Val de Loire	37 - Indre-et-Loire	3 - Loches	213701634 - Nazelles-Négron	200043065	CC du Val d'Amboise	CC	0	0	2014-01-01	2014-01-01	RDC		14	28788	31	FPU	M.	Thierry	BOUTARD	
24 - Centre-Val de Loire	37 - Indre-et-Loire	1 - Chinon	213700115 - Avoine	200043081	CC Chinon, Vienne et Loire	CC	0	0	2014-01-01	2014-01-01	ACCOR		19	24082	40	FPU	M.	Jean-Luc	DUPONT	
24 - Centre-Val de Loire	37 - Indre-et-Loire	3 - Loches	213701329 - Loches	200071587	CC Loches Sud Touraine	CC	0	0	2016-12-15	2017-01-01	RDC		67	52028	36	FPU	M.	Gérard	HENAULT	
24 - Centre-Val de Loire	37 - Indre-et-Loire	2 - Tours	213702509 - Sorigny	200072650	CC Touraine Vallée de l'Indre	CC	0	0	2016-12-16	2017-01-01	ACCOR		22	55033	30	FPU	M.	Eric	LOIZON	
24 - Centre-Val de Loire	37 - Indre-et-Loire	1 - Chinon	213701782 - Panzoult	200072668	CC Touraine Val de Vienne	CC	0	0	2016-12-22	2017-01-01	RDC		40	25266	35	FPU	M.	Christian	PIMBERT	
24 - Centre-Val de Loire	37 - Indre-et-Loire	1 - Chinon	213700818 - Cléré-les-Pins	200072981	CC Touraine Ouest Val de Loire	CC	0	0	2016-12-21	2017-01-01	RDC		28	33635	35	FPU	M.	Xavier	DUPONT	
24 - Centre-Val de Loire	37 - Indre-et-Loire	2 - Tours	213701568 - Montlouis-sur-Loire	200073161	CC Touraine-Est Vallées	CC	0	0	2016-12-22	2017-01-01	ACCOR		10	41414	27	FPU	M.	Vincent	MORETTE	
24 - Centre-Val de Loire	37 - Indre-et-Loire	1 - Chinon	213702061 - Saint-Antoine-du-Rocher	200073237	CC de Gâtine-Racan	CC	0	0	2016-12-27	2017-01-01	RDC		19	22611	34	FPU	M.	Antoine	TRYSTRAM	
24 - Centre-Val de Loire	37 - Indre-et-Loire	3 - Loches	213700636 - Château-Renault	243700499	CC du Castelrenaudais	CC	0	0	1996-06-10	1996-06-10	RDC		16	16586	28	FPU	Mme	Brigitte	DUPUIS	
24 - Centre-Val de Loire	37 - Indre-et-Loire	3 - Loches	213700271 - Bléré	243700820	CC Autour de Chenonceaux Bléré-Val de Cher	CC	0	0	2000-12-14	2000-12-14	RDC		15	22021	35	FPU	M.	Vincent	LOUAULT	
