Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	30 - Gard	2 - Nîmes	213000284 - Bagnols-sur-Cèze	200034692	CA du Gard Rhodanien	CA	0	0	2012-07-16	2013-01-01	RDC		44	77061	38	FPU	M.	Jean-Christian	REY	
76 - Occitanie	30 - Gard	1 - Alès	213000078 - Alès	200066918	CA Alès Agglomération	CA	0	0	2017-01-01	2017-01-01	RDC	CA issue de la fusion de la CA Alès Agglomération, CC Pays Grand'Combien, CC Vivre en Cévennes, CC des Hautes Cévennes	72	136510	57	FPU	M.	Christophe	RIVENQ	
76 - Occitanie	30 - Gard	2 - Nîmes	213001894 - Nîmes	243000643	CA de Nîmes Métropole	CA	0	0	2001-12-28	2002-01-01	RDC		39	262935	34	FPU	M.	Franck	PROUST	
76 - Occitanie	30 - Gard	2 - Nîmes	213003346 - Uzès	200034379	CC Pays d'Uzès	CC	0	0	2012-07-16	2013-01-01	RDC		35	31714	26	FPU	M.	Fabrice	VERDIER	
76 - Occitanie	30 - Gard	3 - Le Vigan	213002108 - Quissac	200034411	CC du Piémont Cévenol	CC	0	0	2012-07-16	2013-01-01	RDC		34	22715	31	FPU	M.	Fabien	CRUVEILLER	
76 - Occitanie	30 - Gard	3 - Le Vigan	200082725 - Val-d'Aigoual	200034601	CC Causses Aigoual Cévennes	CC	0	0	2012-07-16	2013-01-01	RDC		15	5466	23	ASZSE	M.	Gilles	BERTHEZENE	
76 - Occitanie	30 - Gard	1 - Alès	213002272 - Saint-Ambroix	200035129	CC de Cèze Cévennes	CC	0	1	2012-08-03	2013-01-01	RDC		23	19466	30	FPU	M.	Olivier	MARTIN	
76 - Occitanie	30 - Gard	3 - Le Vigan	213003502 - Le Vigan	243000270	CC du Pays Viganais	CC	0	0	1992-12-30	1993-01-01	RDC		21	10169	32	FPU	M.	Régis	BAYLE	
76 - Occitanie	30 - Gard	2 - Nîmes	213003213 - Sommières	243000296	CC du Pays de Sommières	CC	0	0	1992-12-30	1993-01-01	RDC		18	24803	28	FPU	M.	Pierre	MARTINEZ	
76 - Occitanie	30 - Gard	2 - Nîmes	213001233 - Gallargues-le-Montueux	243000569	CC Rhony, Vistre, Vidourle	CC	0	0	2000-12-26	2000-12-31	ACCOR	Une élection municipale partielle a entraîne la recomposition du conseil communautaire de la CC dont la répartition des sièges avait été établie avant le 20 juin 2014 (Salbry)	10	28808	19	FPU	M.	Philippe	GRAS	
