Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
52 - Pays de la Loire	53 - Mayenne	2 - Laval	215301300 - Laval	200083392	Laval Agglomération	CA	0	0	2018-02-27	2019-01-01	RDC		34	118899	58	FPU	M.	Florian	BERCAULT	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	200084697 - Évron	200033298	CC des Coëvrons	CC	0	0	2012-08-31	2012-12-31	RDC		29	27460	29	FPU	M.	Joël	BALANDRAUD	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	200057032 - Pré-en-Pail-Saint-Samson	200042182	CC du Mont des Avaloirs	CC	0	0	2014-01-01	2014-01-01	RDC		26	15970	37	FPU	Mme	Diane	ROULAND	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	215300849 - Craon	200048551	CC du Pays de Craon	CC	0	0	2014-11-05	2015-01-01	ACCOR		37	29323	45	FPU	M.	Christophe	LANGOUET	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301474 - Mayenne	200055887	CC Mayenne Communauté	CC	0	0	2015-11-18	2016-01-01	RDC		33	37954	37	FPU	M.	Jean-Pierre	LE SCORNET	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	215301524 - Meslay-du-Maine	245300223	CC du Pays de Meslay-Grez	CC	0	0	2000-12-26	2000-12-26	RDC		22	14104	42	FPU	M.	Jacky	CHAUVEAU	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215300963 - Ernée	245300355	CC de l'Ernée	CC	0	0	1993-12-24	2012-01-03	ACCOR		15	20900	32	FPU	M.	Gilles	LIGOT	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301078 - Gorron	245300389	CC du Bocage Mayennais	CC	0	0	1993-12-17	2012-01-03	RDC		27	18738	29	FPU	M.	Bruno	LESTAS	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	200084655 - Château-Gontier-sur-Mayenne	245300447	CC du Pays de Château-Gontier	CC	0	0	1999-12-28	2000-01-01	RDC		16	31023	30	FPU	M.	Philippe	HENRY	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215300740 - Contest	200007730	SIAEP de l'Anxure et de la Perche	SIVU	0	0	2006-12-29	2007-01-01	AUTR	2 délégués dans la limite de 500 abonnés ;au delà de ce seuil, 1 sup. par tranche de 500	5	2740	1	CBUDG	M.	Martial	TARLEVE	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301144 - Hardanges	200027365	Mont du Saule	SIVU	0	0	2010-11-29	2011-01-01	MEMNB		2	664	1	CBUDG	M.	Éric	NEVEU	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	200055705 - Loiron-Ruillé	200029106	SIVU centre santé Pays de Loiron Sud	SIVU	0	0	2011-06-15	2011-06-15	MEMNB		3	3882	1	CBUFI	M.	Bernard	BOURGEAIS	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	215300468 - Le Buret	255300402	SIVOS de Beaumont-Pied-de-B?uf - Le Buret - Préaux	SIVU	0	0	1980-08-19	1980-08-19	MEMNB		3	693	1	CBUDG	M.	Roland	FOUCAULT	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215300724 - Commer	255300626	SIAEP de la région de Commer	SIVU	0	0	1961-04-19	2012-01-03	MEMNB		5	5144	1	CBUDG	M.	Mickaël	DELAHAYE	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301227 - Jublains	255300634	SIAEP des communes de Grazay - Jublains - Marcillé-la-Ville	SIVU	0	0	1951-05-17	2012-01-03	MEMNB		3	2196	1	CBUDG	M.	Pierrick	TRANCHEVENT	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	215301102 - Grez-en-Bouère	255301160	SIVOS du collège de Grez-en-Bouère	SIVU	0	0	1994-12-20	1995-01-01	POPUL		8	7383	1	CFISC	M.	Michel	GIRAUD	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	215301755 - Parné-sur-Roc	255301244	SIVU des petites cités de caractère	SIVU	0	0	1998-04-22	1998-04-22	POPUL		7	8144	1	CBUDG	M.	Jean	RAILLARD	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	215301755 - Parné-sur-Roc	255301285	Comité intercommunal pour l'animation de la jeunesse (CIPAJ)	SIVU	0	0	2002-12-31	2002-12-31	AUTR		2	2551	1	CFISC	Mme	Stéphanie	GAYRAUD	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215302001 - Saint-Baudelle	255301327	SI sportif associatif et culturel	SIVU	0	0	2003-12-19	2003-12-19	MEMNB		2	2108	1	CBUDG	M.	Daniel	MONTAUFRAY	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215300039 - Ambrières-les-Vallées	200003820	Syndicat Intercommunal d'Eau Potable et d'Assainissement Non Collectif de Colmont, Mayenne et Varenne	SIVOM	1	1	2006-06-27	2006-07-01	AUTR	2 délégués/collectivité dans la limite de 500 abonnés (eau potable). Au-delà un délégué supplémentaire par tranche de 500 abonnés	10	7936	2	CBUDG	M.	Marcel	BARBE	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301276 - Lassay-les-Châteaux	245300173	SIVOM de la région de Lassay	SIVOM	0	0	1964-03-17	2012-01-03	AUTR	1 délégué par collectivité dans la limite de 400 habitants par commune adhérente. Au-delà de ce seuil, 1 représentant supplémentaire par tranche de 400 habitants	6	3364	2	CBUDG	M.	Jean-Paul	COISNON	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	215300369 - Bouère	255301103	SIVOS de Bouère - Saint-Brice	SIVOM	0	0	1990-10-08	1990-10-08	MEMNB		2	1625	2	CBUDG	M.	Jacky	CHAUVEAU	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301961 - Saint-Aignan-de-Couptrain	200044568	SIAEP des Avaloirs	SMF	0	0	2013-12-31	2014-01-01	POPUL		4	9523	1	CBUDG	M.	Jean-Luc	LECOURT	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301276 - Lassay-les-Châteaux	200044576	SIAEPAC de La Fontaine Rouillée	SMF	0	0	2013-12-31	2014-01-01	POPUL		5	2995	2	CBUDG	M.	Constant	ALLAIN	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215300963 - Ernée	200044840	Syndicat de bassin de l'Ernée	SMF	0	0	2011-03-24	2011-04-01	AUTR	2 par commune	3	24438	4	CBUDG	Mme	Aude	ROBY	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301169 - Le Horps	200048635	SM d'eau potable de la Région de Le Horps	SMF	0	0	2014-09-29	2014-09-29	MEMNB		9	6698	1	CBUDG	M.	Bernard	TUFFREAU	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301078 - Gorron	200077048	Syndicat d'eau du Nord-Ouest mayennais	SMF	0	0	2017-11-21	2018-01-01	MEMNB		20	13464	2	CBUDG	M.	Jean-Marc	ALLAIN	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	215300849 - Craon	200077881	Syndicat du bassin de l'Oudon	SMF	1	1	2017-12-20	2018-01-01	AUTR	53 titulaires et 53 suppléants	8	90341	6	CBUDG	M.	Gilles	GRIMAUD	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	215300542 - Changé	200082477	Territoire d'énergie Mayenne	SMF	1	0	2018-09-10	2018-09-10	AUTR	Le syndicat est administré par des collèges et un comité composé de délégués élus représentants des différents collèges.  - 5 délégués (+ 5 suppléants) au collège des communes rurales du Bocage Mayennais,  - 5 délégués au collège des communes rurales des Coëvrons,  - 3 délégués au collège des communes rurales de la CCPCG,  - 6 délégués au collège des communes rurales de la CCPC,  - 3 délélgués au collège des communes rurales de la CC de l'Ernée,  5 délégués au collège des communes rurales de Laval Agglomération,  - 6 délégués au collège des communes rurales de Mayenne communauté,  - 4 délégués au collège des communes rurales du Pays de Meslay-Grez,  - 5 délégués au collège des communes rurales du Mont des Avaloirs,  - 7 délégués au collèges des communes urbaines,  - 2 délégués (et 2 suppléants) par EPCI-FP : soit uniquement la CC du pays de Craon,  - 1 délégué (et 1 suppléant) pour le SIVU des Petites cités de Caractère.	242	315118	2	CBUDG	M.	Richard	CHAMARET	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	200055705 - Loiron-Ruillé	200087401	SMF des bassins versants de la Jouanne, agglomération de Laval, Vicoin et Ouette (JAVO)	SMF	0	0	2018-12-18	2019-01-01	AUTR		3	144988	5	CBUDG	M.	Louis	MICHEL	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	200054716 - Sainte-Suzanne-et-Chammes	200087419	SM de bassin entre Mayenne et Sarthe (SBeMS)	SMF	0	1	2018-12-19	2019-01-01	AUTR		5	107505	4	CBUDG	Mme	Adélaide	DEJARDIN	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301169 - Le Horps	200091742	Syndicat de Bassin de l'Aron, Mayenne et Affluents (SyBAMA)	SMF	0	1	2020-01-01	2020-01-01	AUTR	3 critères : surface de bassin versant, linéaire de berges sur l'axe Mayenne (non domaniale) et population	4	51614	4	CBUDG	M.	Didier	BOITTIN	
52 - Pays de la Loire	53 - Mayenne	3 - Mayenne	215301169 - Le Horps	255300493	SM de renforcement en eau potable du Nord Mayenne	SMF	0	0	1975-12-17	2012-01-03	POPUL		18	69805	1	CBUDG	M.	Pierrick	TRANCHEVENT	
52 - Pays de la Loire	53 - Mayenne	1 - Château-Gontier	215302597 - Senonnes	255301194	SM du centre d'entraînement Anjou-Maine	SMF	0	1	1996-06-06	1996-06-06	POPUL		2	65089	1	CBUDG	M.	Jacques	GODDE	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	215301300 - Laval	200061778	Mayenne Très Haut Débit	SMO	0	1	2016-03-09	2016-03-09	AUTR	Le département de la mayenne : trois délégué titulaire   La région : un délégué titulaire   Les groupements de collectivités : undélégué titulaire , par groupement.	12	315118	1	CBUDG	M.	Xavier	DUBOURG	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	215301300 - Laval	255301053	Centre Universitaire de la Mayenne - Laval	SMO	0	1	1988-12-30	1988-12-30	AUTR	CD53 : 4 délégués, Laval Agglomération : 4 délégués, CCI : 1 délégué, Université du Maine : 1 délégué	4	118899	1	CBUDG	M.	Michel	HERVE	
52 - Pays de la Loire	53 - Mayenne	2 - Laval	215301300 - Laval	255301210	SM de l'Aéroport de Laval et de la Mayenne	SMO	0	0	1996-11-20	1996-11-20	MEMNB		2	118899	1	CBUDG	Mme	Isabelle	FOUGERAY	
