Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218900249 - Auxerre	200067114	CA de l'Auxerrois	CA	0	0	2016-10-24	2017-01-01	RDC		29	69851	46	FPU	M.	Crescent	MARAULT	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218903870 - Sens	248900334	CA du Grand Sénonais	CA	0	0	2001-12-31	2002-01-01	RDC		27	60836	41	FPU	M.	Marc	BOTIN	
27 - Bourgogne-Franche-Comté	89 - Yonne	2 - Avallon	218904183 - Tonnerre	200039642	CC Le Tonnerrois en Bourgogne	CC	0	0	2014-01-01	2014-01-01	RDC		52	15649	35	FPU	M.	Régis	LHOMME	
27 - Bourgogne-Franche-Comté	89 - Yonne	2 - Avallon	218902047 - L'Isle-sur-Serein	200039709	CC du Serein	CC	0	0	2014-01-01	2014-01-01	RDC		35	7241	36	FPU	M.	Xavier	COURTOIS	
27 - Bourgogne-Franche-Comté	89 - Yonne	2 - Avallon	218900256 - Avallon	200039758	CC Avallon, Vézelay, Morvan	CC	0	0	2014-01-01	2014-01-01	RDC		48	18997	40	FPU	M.	Pascal	GERMAIN	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218900686 - Chablis	200067080	CC Chablis Villages et Terroirs	CC	0	0	2016-10-24	2017-01-01	RDC		36	14946	33	FPU	M.	Etienne	BOILEAU	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218903441 - Saint-Fargeau	200067130	CC de Puisaye-Forterre	CC	0	1	2016-10-25	2017-01-01	RDC		57	34367	41	FPU	M.	Jean-Philippe	SAULNIER-ARRIGHI	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218903458 - Saint-Florentin	200067304	CC Serein et Armance	CC	0	0	2016-10-24	2017-01-01	RDC		29	23968	24	AAZSE	M.	Yves	DELOT	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218902575 - Migennes	248900383	CC de l'Agglomération Migennoise	CC	0	0	2001-12-26	2002-01-01	RDC		8	14879	29	FPU	M.	François	BOUCHER	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	200061968 - Montholon	248900524	CC de l'Aillantais en Bourgogne	CC	0	0	1993-12-30	1994-01-01	RDC		13	10432	29	FPU	M.	Mahfoud	AOMAR	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218904613 - Villeneuve-l'Archevêque	248900664	CC de la Vanne et du Pays d'Othe	CC	0	0	1994-12-29	1995-01-01	RDC		22	8634	22	AAZSE	M.	Sébastien	KARCHER	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218901007 - Chéroy	248900748	CC du Gâtinais en Bourgogne	CC	0	0	1997-06-09	1997-06-09	RDC		26	17860	27	FPU	M.	Jean-François	CHABOLLE	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218903094 - Pont-sur-Yonne	248900896	CC Yonne Nord	CC	0	0	2000-12-19	2001-01-01	RDC		23	24800	30	FPU	M.	Thierry	SPAHN	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218902062 - Joigny	248900938	CC du Jovinien	CC	0	0	2002-12-17	2003-01-01	RDC		19	21269	22	FPU	M.	Nicolas	SORET	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218901007 - Chéroy	200002889	SIVU multi-accueil du canton de Chéroy	SIVU	0	0	2006-04-18	2006-04-18	POPUL		14	8749	1	CBUDG	Mme	Brigitte	BERTEIGNE	
27 - Bourgogne-Franche-Comté	89 - Yonne	2 - Avallon	218903219 - Ravières	200010098	SIVU du centre de 1ère intervention de Nuits - Ravières	SIVU	0	0	2007-05-09	2007-05-09	AUTR	4 titulaires et 2 suppléants pour RAVIERES, 3 titulaires et 2 suppléants pour NUITS-sur-Armançon	2	1120	1	CBUDG	M.	Bruno	LETIENNE	
27 - Bourgogne-Franche-Comté	89 - Yonne	3 - Sens	218901510 - Égriselles-le-Bocage	200018869	SI de production d'eau potable de Saint-Hubert	SIVU	0	0	2009-01-30	2009-02-14	MEMNB		2	1758	1	CBUDG	M.	Christian	DESCHAMPS	
27 - Bourgogne-Franche-Comté	89 - Yonne	1 - Auxerre	218902229 - Levis	200025450	SIVOS du Val de l'Ouanne	SIVU	0	0	2010-06-03	2010-06-03	MEMNB		6	1749	3	CBUDG	M.	Gilles	ABRY	
