Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	1 - Bressuire	217900497 - Bressuire	200040244	CA du Bocage Bressuirais	CA	0	0	2014-01-01	2014-01-01	ACCOR		33	76338	44	FPU	M.	Pierre-Yves	MAROLLEAU	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217901917 - Niort	200041317	CA du Niortais	CA	0	0	2014-01-01	2014-01-01	RDC		40	125784	45	FPU	M.	Jérôme	BALOGE	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	3 - Parthenay	217902022 - Parthenay	200041333	CC de Parthenay-Gâtine	CC	0	0	2014-01-01	2014-01-01	RDC		38	38013	37	FPU	M.	Jean-Michel	PRIEUR	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	3 - Parthenay	200085785 - Airvault	200041416	CC Airvaudais-Val du Thouet	CC	0	0	2014-01-01	2014-01-01	ACCOR		9	7052	35	FPU	M.	Olivier	FOUILLET	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217902709 - Saint-Maixent-l'École	200041994	CC Haut Val de Sèvre	CC	0	0	2014-01-01	2014-01-01	ACCOR		19	31269	28	FPU	M.	Daniel	JOLLIT	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	3 - Parthenay	217900661 - Champdeniers	200069748	CC Val de Gâtine	CC	0	0	2016-11-30	2017-01-01	RDC		31	22034	36	FPU	M.	Jean-Pierre	RIMBEAU	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	200081511 - Melle	200069755	CC Mellois en Poitou	CC	0	0	2016-11-30	2017-01-01	RDC		62	47977	33	FPU	M.	Fabrice	MICHELET	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	1 - Bressuire	200084267 - Thouars	247900798	CC du Thouarsais	CC	0	0	1998-12-22	1999-01-01	ACCOR		24	36317	37	FPU	M.	Bernard	PAINEAU	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217901842 - La Mothe-Saint-Héray	200015741	Centre intercommunal d'incendie et de secours de La Mothe-Saint-Héray - Pamproux	SIVU	0	0	2008-04-30	2008-04-30	POPUL		7	5488	1	CBUDG	M.	Philippe	BLANCHET	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217900109 - Arçais	200021343	Centre intercommunal d'incendie et de secours de la Venise Verte	SIVU	0	0	2009-07-17	2009-07-17	POPUL		4	3486	1	CBUDG	M.	Alain	LIAIGRE	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	1 - Bressuire	217901594 - Luché-Thouarsais	200060812	École des Adillons	SIVU	0	0	2015-12-18	2016-01-01	MEMNB		5	2076	2	CBUDG	Mme	Joele	PALLUEAU	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	200082386 - Chef-Boutonne	200087013	Syndicat à vocation unique de voirie de la Boutonne	SIVU	0	0	2018-12-24	2019-01-01	MEMNB		10	6803	3	CBUDG	M.	Christian	AUBERT	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217903103 - Secondigné-sur-Belle	247900368	SIVU de Secondigné-sur-Belle	SIVU	0	0	1990-08-30	1990-08-30	MEMNB		3	1064	1	CBUDG	Mme	Aurélia	TEXIER	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	1 - Bressuire	200055994 - Argentonnay	257900027	SI d'entretien de voirie du secteur d'Argenton Les vallées	SIVU	0	0	1962-03-26	1962-03-26	AUTR	2 membres par commune adhérente. 1 membre par commune associée	17	32464	1	CBUDG	M.	Patrice	CESBRON	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217900869 - Cherveux	257900209	SI du plan d'eau de Cherveux - Saint-Christophe-sur-Roc	SIVU	0	0	1970-07-23	1970-07-23	MEMNB		2	2531	1	CBUDG	Mme	Marie-Pierre	MISSIOUX	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217901487 - Lezay	257900357	Syndicat d'eau de Lezay	SIVU	0	0	1937-12-11	1937-12-11	AUTR	2 délégués par commune membre	11	12051	1	CBUDG	M.	Gilles	PICHON	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217901487 - Lezay	257900373	SI de voirie de Lezay	SIVU	0	0	1973-03-05	1973-03-05	MEMNB		3	2544	1	CBUDG	M.	Serge	PETIT	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217901701 - Mauzé-sur-le-Mignon	257900431	SI d'électrification de la région de Mauzé-sur-le-Mignon	SIVU	0	0	1934-10-27	1934-10-27	MEMNB		5	5128	1	CBUDG	M.	Alain	LIAIGRE	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	1 - Bressuire	200084267 - Thouars	257900514	SIVU pour le relèvement du plan d'eau du Thouet	SIVU	0	0	1949-01-12	1949-01-12	MEMNB		2	16692	1	CBUDG	M.	Alain	DINAIS	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217901008 - Coulon	257900589	SI de desserte par voie de terre des Marais mouillés	SIVU	0	0	1959-03-24	1959-03-24	MEMNB		11	12890	1	CBUDG	M.	Dominique	GIRET	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	3 - Parthenay	217903111 - Secondigny	257900852	SI de collecte et de traitement des déchets ménagers de Secondigny	SIVU	1	0	1980-03-04	1980-03-04	MEMNB		12	9777	1	CBUDG	M.	Pierre	MAITRE	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217903350 - Vallans	257901132	SIVOS des trois villages	SIVU	0	0	1984-09-04	1984-09-04	MEMNB		3	2237	3	CBUDG	Mme	Maryse	CALVO	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217903038 - Salles	257901405	SIVU Val du Pamproux	SIVU	0	0	1989-05-29	1989-05-29	POPUL		3	950	1	CBUDG	Mme	Christine	HEINTZ	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217900463 - Le Bourdet	257901488	SIVOS de Le Bourdet et Prin-Deyrançon	SIVU	0	0	1989-08-30	1989-08-30	MEMNB		2	1189	2	CBUDG	M.	Clément	COHEN	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	1 - Bressuire	200084408 - Plaine-et-Vallées	257901520	SI pour le fonctionnement du RP "Les cinq villages"	SIVU	0	0	1990-02-01	1990-02-01	MEMNB		5	3381	3	CBUDG	Mme	Angélique	DESVIGNES	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217900877 - Chey	257901637	SIVU voirie Chenay, Chey, Sepvret	SIVU	0	0	1966-03-17	1966-03-17	MEMNB		3	1670	1	CBUDG	M.	Jérôme	COUTHOUIS	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	3 - Parthenay	217901180 - Fénery	257901702	SIVU pour le RP des communes d'Adilly, Fénery et Saint-Germain-de-Longue-Chaume	SIVU	0	0	1991-05-03	1991-05-03	MEMNB		3	1009	2	CBUDG	Mme	Charlotte	THORE	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	2 - Niort	217901842 - La Mothe-Saint-Héray	257901918	Syndicat ACEMPSSBB-V	SIVU	0	0	1967-11-28	1967-11-28	MEMNB		9	6943	1	CBUDG	M.	Didier	PROUST	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	3 - Parthenay	217900224 - Availles-Thouarsais	257902106	SIVU pour l'entretien de l'espace rural	SIVU	0	0	1996-03-06	2013-01-08	MEMNB		2	542	1	CBUDG	M.	Daniel	ROBERT	
75 - Nouvelle Aquitaine	79 - Deux-Sèvres	3 - Parthenay	217900927 - Clavé	257902122	SIVU de l'école du Chambon	SIVU	0	0	1996-08-29	2011-05-11	MEMNB		3	1383	1	CBUDG	Mme	Vanessa	AUMONIER	
