Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
32 - Hauts-de-France	60 - Oise	3 - Compiègne	216001586 - Compiègne	200067965	CA de la Région de Compiègne et de la Basse Automne	CA	0	0	2016-11-30	2017-01-01	RDC		22	85046	46	FPU	M.	Philippe	MARINI	
32 - Hauts-de-France	60 - Oise	1 - Beauvais	216000562 - Beauvais	200067999	CA du Beauvaisis	CA	0	0	2016-11-30	2017-01-01	RDC		53	106357	52	FPU	Mme	Caroline	CAYEUX	
32 - Hauts-de-France	60 - Oise	4 - Senlis	216001743 - Creil	200068047	CA Creil Sud Oise	CA	0	0	2016-11-30	2017-01-01	ACCOR		11	89795	46	FPU	M.	Jean-Claude	VILLEMAIN	
32 - Hauts-de-France	60 - Oise	4 - Senlis	216006031 - Senlis	200066975	CC Senlis Sud Oise	CC	0	0	2016-11-15	2017-01-01	RDC		17	25727	29	FPU	M.	Guillaume	MARECHAL	
32 - Hauts-de-France	60 - Oise	4 - Senlis	216004457 - Neuilly-en-Thelle	200067973	CC Thelloise	CC	0	0	2016-11-30	2017-01-01	RDC		41	62528	30	FPU	M.	Pierre	DESLIENS	
32 - Hauts-de-France	60 - Oise	2 - Clermont	216001040 - Breteuil	200068005	CC de l'Oise Picarde	CC	0	0	2016-11-21	2017-01-01	RDC		52	21315	34	FPU	M.	Jean	CAUWEL	
32 - Hauts-de-France	60 - Oise	2 - Clermont	216003392 - Laigneville	246000129	CC du Liancourtois	CC	0	0	1963-02-14	1963-02-14	RDC		10	24236	24	FPU	M.	Olivier	FERREIRA	
32 - Hauts-de-France	60 - Oise	2 - Clermont	216001560 - Clermont	246000376	CC du Clermontois	CC	0	0	1999-12-27	2000-01-01	RDC		18	38433	35	FPU	M.	Lionel	OLLIVIER	
32 - Hauts-de-France	60 - Oise	2 - Clermont	216004929 - Le Plessier-sur-Saint-Just	246000566	CC du Plateau Picard	CC	0	0	1999-12-23	2000-01-01	RDC		52	30474	31	FPU	M.	Olivier	DE BEULE	
32 - Hauts-de-France	60 - Oise	1 - Beauvais	216006692 - Villeneuve-les-Sablons	246000582	CC des Sablons	CC	0	0	2000-06-27	2000-06-27	RDC		21	39033	31	FPU	Mme	Nathalie	RAVIER	
