Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
75 - Nouvelle Aquitaine	87 - Haute-Vienne	2 - Limoges	218708501 - Limoges	248719312	CU Limoges Métropole	CU	0	0	2002-11-22	2002-11-22	RDC		20	209926	54	FPU	M.	Guillaume	GUERIN	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	2 - Limoges	218711901 - Pierre-Buffière	200040814	CC Briance Sud Haute Vienne	CC	0	0	2014-01-01	2014-01-01	RDC	22 délégués  Château-Chervix 2 - Glanges 1 - Magnac Bourg 3 - Meuzac 2 - Pierre-Buffière 3 - La Porcherie 1 - St Genest sur Roselle 1 - St Germain les Belles 3 - St Hilaire Bonneval 2 - St Vitte sur Briance 1 - Vicq sur Breuilh 3 -	11	9280	28	FPU	M.	Marc	DITLECADET	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	3 - Rochechouart	218715407 - Saint-Junien	200059400	CC Porte Océane du Limousin	CC	0	0	2015-12-18	2016-01-01	RDC		13	26203	28	FPU	M.	Pierre	ALLARD	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	2 - Limoges	218700201 - Ambazac	200066512	CC Élan Limousin Avenir Nature	CC	0	0	2016-10-19	2017-01-01	RDC		24	27961	29	FPU	M.	Alain	AUZEMERY	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	3 - Rochechouart	218705408 - Cussac	200066520	CC Ouest Limousin	CC	0	0	2016-10-19	2017-01-01	ACCOR		16	11456	27	FPU	M.	Christophe	GEROUARD	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	2 - Limoges	218710606 - Nexon	200070506	CC Pays de Nexon Monts de Chalus	CC	0	0	2016-12-09	2017-01-01	ACCOR		15	13223	31	FPU	M.	Emmanuel	DEXET	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	1 - Bellac	218701100 - Bellac	200071942	CC Haut Limousin en Marche	CC	0	0	2016-12-16	2017-01-01	RDC		40	22993	32	FPU	M.	Jean-François	PERRIN	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	2 - Limoges	218718708 - Saint-Yrieix-la-Perche	248700189	CC du Pays de Saint Yrieix	CC	0	1	1996-12-31	1996-12-31	ACCOR	31 délégués  Coussac Bonneval 3 - Glandon 2 - Ladignac 3 - La Meyzee 2 - La Roche l'Abeille 2 - Le Chalard 2 - St Yrieix la Perche 13 - St Eloy les Tuileries 2 - Ségur le Château 2 -	9	12546	30	FPU	M.	Patrick	DARY	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	1 - Bellac	218704104 - Châteauponsac	248719262	CC Gartempe - Saint Pardoux	CC	0	0	1999-12-23	1999-12-23	ACCOR	27 délégués  Balledent 2 - Chateauponsac 9 - Rancon 3 - Roussac 2 - St Amand Magnazeix 3 - St Pardoux 3 - St Sornin Leulac 3 - St Symphorien sur Couze 2 -	6	5155	25	FPU	M.	Gérard	RUMEAU	
75 - Nouvelle Aquitaine	87 - Haute-Vienne	2 - Limoges	218700102 - Aixe-sur-Vienne	248719288	CC du Val de Vienne	CC	0	0	2000-12-18	2000-12-18	ACCOR	33 délégués  Aixe 11 - Beynac 2 - Bosmie 5 - Burgnac 2 - Jourgnac 2 - St Martin le Vieux 2 - St Priest sous Aixe 3 - St Yrieix sous Aixe 2 - Séreilhac 4 -	9	16543	35	FPU	M.	Philippe	BARRY	
