Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
44 - Grand Est	51 - Marne	3 - Reims	215104217 - Reims	200067213	CU du Grand Reims	CU	0	0	2017-01-01	2017-01-01	RDC		143	300403	59	FPU	Mme	Catherine	VAUTRIN	
44 - Grand Est	51 - Marne	1 - Châlons-en-Champagne	215101015 - Châlons-en-Champagne	200066876	CA de Châlons-en-Champagne	CA	0	0	2016-09-21	2017-01-01	ACCOR		46	80768	50	FPU	M.	Jacques	JESSON	
44 - Grand Est	51 - Marne	2 - Épernay	215102120 - Épernay	200067684	CA Epernay, Coteaux et Plaine de Champagne	CA	0	0	2016-09-12	2017-01-01	ACCOR		47	48068	41	FPU	M.	Franck	LEROY	
44 - Grand Est	51 - Marne	4 - Vitry-le-François	215106022 - Vitry-le-François	200034718	CC de Vitry, Champagne et Der	CC	0	0	2012-11-14	2013-01-01	RDC		35	24070	31	FPU	M.	Jean-Pierre	BOUQUET	
44 - Grand Est	51 - Marne	1 - Châlons-en-Champagne	215105198 - Suippes	200042620	CC de la Région de Suippes	CC	0	0	2014-01-01	2014-01-01	RDC		16	8022	27	FPU	M.	François	MAINSANT	
44 - Grand Est	51 - Marne	1 - Châlons-en-Champagne	215104712 - Sainte-Menehould	200042703	CC de l'Argonne Champenoise	CC	0	0	2014-01-01	2014-01-01	ACCOR		60	12080	25	FPU	M.	Bertrand	COUROT	
44 - Grand Est	51 - Marne	4 - Vitry-le-François	215104761 - Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson	200042992	CC Perthois-Bocage et Der	CC	0	0	2014-01-01	2014-01-01	ACCOR		25	5675	33	ASZSE	Mme	Pascale	CHEVALLOT	
44 - Grand Est	51 - Marne	1 - Châlons-en-Champagne	215104464 - Saint-Germain-la-Ville	200043438	CC de la Moivre à la Coole	CC	0	0	2013-05-29	2014-01-01	ACCOR		28	9919	28	ASZSE	M.	Julien	VALENTIN	
44 - Grand Est	51 - Marne	2 - Épernay	215100090 - Anglure	200066835	CC de Sézanne-Sud Ouest Marnais	CC	0	0	2016-09-12	2017-01-01	ACCOR	En attente éventuel changement à venir	62	21554	34	AAZAE	M.	Cyril	LAURENT	
44 - Grand Est	51 - Marne	2 - Épernay	215102013 - Dormans	200066850	CC des Paysages de la Champagne	CC	0	0	2016-09-15	2017-01-01	ACCOR	En attente	51	21165	39	AAZSE	M.	Régis	COUTANT	
44 - Grand Est	51 - Marne	4 - Vitry-le-François	215104944 - Sermaize-les-Bains	200067379	CC Côtes de Champagne et Val de Saulx	CC	0	0	2016-09-15	2017-01-01	ACCOR	A modifier	40	11636	27	FPU	M.	Claude	GUICHON	
44 - Grand Est	51 - Marne	2 - Épernay	200055622 - Aÿ-Champagne	245100615	CC de la Grande Vallée de la Marne	CC	0	0	1992-12-16	1992-12-16	RDC		14	14572	32	FPU	M.	Dominique	LÉVÊQUE	
