Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301859 - Montluçon	200071082	CA Montluçon Communauté	CA	0	0	2016-12-05	2017-01-01	ACCOR	Le conseil de communauté compte 61 sièges	21	61043	41	FPU	M.	Frédéric	LAPORTE	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210301909 - Moulins	200071140	CA Moulins Communauté	CA	0	1	2016-12-05	2017-01-01	RDC		44	66390	45	FPU	M.	Pierre-André	PERISSOL	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210303103 - Vichy	200071363	CA Vichy Communauté	CA	0	0	2016-12-05	2017-01-01	RDC		39	86098	55	FPU	M.	Frédéric	AGUILERA	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210302543 - Saint-Pourçain-sur-Sioule	200071389	CC Saint-Pourçain Sioule Limagne	CC	0	0	2016-12-08	2017-01-01	RDC		60	34634	33	FPU	Mme	Véronique	POUZADOUX	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210302980 - Varennes-sur-Allier	200071470	CC Entr'Allier Besbre et Loire	CC	0	0	2016-12-08	2017-01-01	RDC		44	24927	25	FPU	M.	Roger	LITAUDON	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210300364 - Bourbon-l'Archambault	200071496	CC du Bocage Bourbonnais	CC	0	0	2016-12-08	2017-01-01	RDC		25	13982	25	FPU	M.	Jean-Marc	DUMONT	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210300828 - Commentry	200071512	CC Commentry Montmarault Néris Communauté	CC	0	0	2016-12-08	2017-01-01	RDC		33	26256	27	FPU	M.	Claude	RIBOULET	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301388 - Lapalisse	240300491	CC du Pays de Lapalisse	CC	0	0	1997-12-20	1997-12-20	RDC		14	8654	27	FPU	M.	Jacques	DE CHABANNES	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210300489 - Cérilly	240300558	CC du Pays de Tronçais	CC	0	0	1999-12-30	1999-12-30	RDC		15	7546	28	FPU	M.	Daniel	RONDET	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210300109 - Audes	240300566	CC du Val de Cher	CC	0	0	2000-02-03	2000-02-03	RDC		7	5599	20	FPU	M.	Mohammed	KEMIH	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301289 - Huriel	240300657	CC du Pays d'Huriel	CC	0	0	2001-06-27	2001-12-01	ACCOR		14	7478	29	FPU	M.	Jean-Elie	CHABROL	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210302410 - Saint-Léopardin-d'Augy	200000891	SIRP de Saint-Léopardin-d'Augy, Couzon	SIVU	0	0	2005-12-22	2005-12-22	MEMNB		2	735	3	CBUDG	M.	Christophe	DE CONTENSON	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210300950 - Cusset	200102929	SIVU Cuisine Locale de Cusset	SIVU	0	0	2023-12-21	2024-01-01	POPUL		4	50515	1	CBUDG	M.	Bertrand	BAYLAUCQ	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301479 - Loddes	250300415	SIVOS de la région du Donjon	SIVU	0	0	1966-06-02	1966-06-02	MEMNB		13	4119	1	CBUDG	Mme	MARIE-FRANCE	AUGIER	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301677 - Mazirat	250300878	SIRP de Mazirat, La Petite-Marche, Terjat	SIVU	0	0	1989-03-02	1989-03-02	MEMNB		3	649	1	CBUDG	Mme	Alzira	FERNANDES	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301040 - Doyet	250300928	SIESS du collège Ferdinand Dubreuil	SIVU	0	0	1988-08-18	1988-08-18	MEMNB		4	3213	1	CBUDG	M.	Bruno	DEPRAS	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301768 - Monétay-sur-Allier	250300951	SIVOP Contigny, Monétay-sur-Allier	SIVU	0	0	1989-06-29	1989-06-29	MEMNB		2	1142	1	CBUDG	M.	Gilles	GENILLON	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210301693 - Meillard	250301017	Syndicat RPI 2CLMT	SIVU	0	0	1990-08-08	1990-08-08	MEMNB		4	1468	1	CBUDG	M.	Yves	SIMON	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210301834 - Le Montet	250301215	SI de défense contre les fléaux atmosphériques de la région du Montet	SIVU	0	0	1986-08-06	1986-08-06	MEMNB		22	9279	1	CBUDG	M.	Daniel	CANTE	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301610 - Marcillat-en-Combraille	250301322	SIVU du centre de Sarcelles, Marcillat-en-Combraille	SIVU	0	1	1994-04-25	1994-04-25	MEMNB		2	59594	1	CBUDG	M.	Patrick	CAPON	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301016 - Domérat	250303237	Syndicat intercommunal Résidence Autonomie "Les Coupances"	SIVU	0	0	1978-05-11	1978-05-11	MEMNB		11	58343	1	CBUDG	Mme	Pascale	LESCURAT	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301859 - Montluçon	250303286	SI pour l'entretien et le maintien en eau du canal de Berry	SIVU	0	0	1959-11-04	1959-11-04	MEMNB		7	40098	1	CBUDG	Mme	Jocelyne	POPOFF	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301339 - Jenzat	250303336	SIVU des bords de Sioule	SIVU	0	0	1997-10-10	1997-10-10	MEMNB		2	961	1	CBUDG	M.	JEAN-PAUL	REVERSAT	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210300745 - Chevagnes	250303427	SIVU pour la MARPA de Chevagnes	SIVU	0	0	2004-03-23	2004-03-23	MEMNB		10	7124	1	CBUDG	M.	André	JARDIN	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210302907 - Trévol	250303435	SIAEP rive droite Allier	SIVU	0	0	1948-04-29	1948-04-29	MEMNB		6	8617	1	CBUDG	M.	Alain	BORDE	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210302907 - Trévol	240300103	SIVOM d'aménagement et de développement du secteur Nord-Bourbonnais	SIVOM	0	0	1972-09-07	1972-09-07	MEMNB		8	5493	2	CBUDG	M.	Gilles	TOURRET	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210301974 - Neuilly-le-Réal	240300269	SI du canton de Neuilly-le-Réal	SIVOM	1	0	1993-11-26	1993-11-26	MEMNB		9	5108	2	CBUDG	M.	Hervé	BAUDOIN	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301297 - Hyds	240300384	SIRP de Beaune-d'Allier et Hyds	SIVOM	0	0	1996-07-11	1996-07-11	MEMNB		2	610	3	CBUDG	Mme	Marie	CHANIER	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210302998 - Varennes-sur-Tèche	240300392	Syndicat Têche et Besbre	SIVOM	1	0	1996-10-21	1996-10-21	MEMNB		4	1177	1	CBUDG	M.	GILLES	BERRAT	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210302337 - Saint-Genest	240300509	SIRP d'Arpheuilles-Saint-Priest, Ronnet et Saint-Genest	SIVOM	0	0	1999-07-29	1999-07-29	MEMNB		3	946	2	CBUDG	M.	Jean	RAMILLON	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301156 - Fleuriel	240300517	SIVOS Deneuille-lès-Chantelle, Fleuriel, Monestier	SIVOM	0	0	1999-08-04	1999-09-01	MEMNB		3	724	5	CBUDG	M.	Pierre	LAMPAERT	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210301867 - Montmarault	240300541	SRPI concentré de la région de Montmarault	SIVOM	0	0	1999-12-21	1999-12-21	MEMNB		8	2815	4	CBUDG	Mme	Martine	PRENEY	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210300364 - Bourbon-l'Archambault	250300019	SI thermal de l'Allier	SIVOM	0	1	1976-12-27	1976-12-27	MEMNB		5	37357	2	CFISC	M.	Yves-Jean	BIGNON	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210300364 - Bourbon-l'Archambault	250300043	SI scolaire du CEG de Bourbon-l'Archambault	SIVOM	0	0	1972-11-24	1972-11-24	MEMNB		10	6861	2	CBUFI	M.	Christian	AUBOUARD	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210303095 - Le Veurdre	250300126	SI de gestion du collège de Lurcy-Lévis	SIVOM	0	0	1971-09-15	1971-09-15	MEMNB		12	5768	2	CBUDG	Mme	Patricia	METENIER	
84 - Auvergne-Rhône-Alpes	03 - Allier	2 - Moulins	210302923 - Tronget	250300142	SIESS du CEG de Tronget	SIVOM	1	0	1972-09-12	1972-09-12	MEMNB		9	4299	2	CBUDG	Mme	Annie	WEGRZYN	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210302972 - Vallon-en-Sully	250300340	SI d'équipement scolaire et sportif du secteur scolaire du collège de Vallon-en-Sully	SIVOM	0	1	1971-09-27	1971-09-27	MEMNB		12	6104	3	CBUDG	Mme	Lisette	BUISSON	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301321 - Jaligny-sur-Besbre	250300464	SIVOS de Jaligny-sur-Besbre	SIVOM	1	0	1972-02-14	1972-02-14	MEMNB		14	4509	3	CBUDG	Mme	ANNIE	DEBORBE	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210302238 - Saint-Christophe-en-Bourbonnais	250300605	SIVOSA de Saint-Christophe, Saint-Etienne-de-Vicq, Isserpent, Bost et Billezois	SIVOM	1	0	1981-06-17	1981-06-17	MEMNB		5	2102	2	CBUDG	Mme	Françoise	WALRAET	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301529 - Louroux-de-Bouble	250300621	SIRP des communes de Chirat-l'Église, Coutansouze, Louroux-de-Bouble et Échassières	SIVOM	0	0	1981-07-15	1981-07-15	MEMNB		4	903	3	CBUDG	M.	GUY	FREDOUELLE	
84 - Auvergne-Rhône-Alpes	03 - Allier	3 - Vichy	210301495 - Louchy-Montfand	250300670	SIRP des communes de Cesset - Louchy-Montfand - Montord	SIVOM	0	0	1983-04-19	1983-04-19	MEMNB		3	1083	2	CBUDG	Mme	Chantal	LAPLANCHE	
84 - Auvergne-Rhône-Alpes	03 - Allier	1 - Montluçon	210302592 - Saint-Sauvier	250300829	SIRP de Saint-Sauvier, Archignat et Treignat	SIVOM	0	0	1988-09-01	1988-09-01	MEMNB		3	1080	3	CBUDG	M.	Raymond	LAMY	
