Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900078 - Angers	244900015	CU Angers Loire Métropole	CU	0	0	2000-12-31	2000-12-31	ACCOR		29	313686	60	FPU	M.	Jean-Marc	VERCHÈRE	
52 - Pays de la Loire	49 - Maine-et-Loire	2 - Cholet	200053619 - Beaupréau-en-Mauges	200060010	CA Mauges Communauté	CA	0	0	2015-12-21	2016-01-01	ACCOR		6	124682	36	FPU	M.	Didier	HUCHON	
52 - Pays de la Loire	49 - Maine-et-Loire	2 - Cholet	214900995 - Cholet	200071678	CA Cholet Agglomération	CA	0	0	2016-12-15	2017-01-01	ACCOR		26	107610	47	FPU	M.	Gilles	BOURDOULEIX	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214903288 - Saumur	200071876	CA Saumur Val de Loire	CA	0	0	2016-12-16	2017-01-01	RDC		45	100790	46	FPU	M.	Jackie	GOULET	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214903478 - Tiercé	200068955	CC Anjou Loir et Sarthe	CC	0	0	2016-11-29	2016-12-31	ACCOR		17	28585	29	FPU	M.	JEAN-JACQUES	GIRARD	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214902835 - Saint-Georges-sur-Loire	200071553	CC Loire Layon Aubance	CC	0	0	2016-12-16	2017-01-01	ACCOR		19	58027	31	FPU	M.	Marc	SCHMITTER	
52 - Pays de la Loire	49 - Maine-et-Loire	4 - Segré	200053239 - Le Lion-d'Angers	200071868	CC des Vallées du Haut-Anjou	CC	0	0	2016-12-16	2017-01-01	ACCOR		15	36943	36	FPU	M.	ÉTIENNE	GLÉMOT	
52 - Pays de la Loire	49 - Maine-et-Loire	4 - Segré	200065423 - Segré-en-Anjou Bleu	244900809	CC Anjou Bleu Communauté	CC	0	0	1995-11-27	1995-11-27	ACCOR		11	35766	30	FPU	M.	Gilles	GRIMAUD	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	200052702 - Baugé-en-Anjou	244900882	CC Baugeois Vallée	CC	0	0	1998-12-30	1998-12-30	ACCOR		7	35470	24	FPU	M.	Philippe	CHALOPIN	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901233 - Distré	200003358	SIVU des bois de Bournan et de la Naie	SIVU	0	0	2006-03-22	2006-03-22	MEMNB		2	28951	1	CBUDG	Mme	Catherine	LAMANDÉ	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901829 - Louresse-Rochemenier	200007888	SIVOS Louresse, Dénezé	SIVU	0	0	2006-07-28	2006-09-01	MEMNB		2	1373	2	CBUDG	M.	Jean-Luc	GIRARD	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	200082550 - Saint-Léger-de-Linières	200009835	Syndicat de promotion de l'intercommunalité sportive (SYPIS)	SIVU	0	0	2007-07-12	2007-07-12	MEMNB		2	5595	1	CBUDG	M.	Mickaël	BILLOT	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214902462 - Les Ponts-de-Cé	200019214	Syndicat de l'école de musique intercommunale Henri Dutilleux	SIVU	0	0	2009-03-05	2009-03-05	MEMNB		3	35649	1	CBUDG	M.	Jean-Paul	PAVILLON	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900201 - Beaucouzé	200034494	SIVU du centre aquatique de Beaucouzé	SIVU	0	0	2012-11-16	2012-11-16	AUTR	3 membres titulaires  et 1 suppléant pour Beaucouzé ; 1 titulaire et 1 suppléant pour chacune des autres communes	5	21093	1	CBUDG	M.	Yves	MEIGNEN	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	200057438 - Loire-Authion	200048890	SI d'irrigation du Val d'Authion	SIVU	0	0	2014-11-12	2015-01-01	AUTR	3 délégués pour Brain sur l'Authion, La Bohalle et La Daguenière  2 délégués pour Saint Barthélémy d'Anjou et Trélazé  1 délégué pour Saint Mathurin sur Loire	3	42225	1	CBUDG	M.	Pierre-Noël	MEIGNAN	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901803 - Longué-Jumelles	200070696	SIVU Loire Longué	SIVU	0	0	2016-12-08	2017-01-01	POPUL		9	14651	1	CBUDG	M.	Laurent	NIVELLE	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	200058949 - Tuffalun	200077592	SIVOS Tuffalun - Doué-en-Anjou	SIVU	0	0	2017-11-28	2018-01-01	POPUL		2	13246	1	CBUDG	M.	Michaël	LOUVET	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900151 - Avrillé	200089761	SI de ressources informatiques	SIVU	0	0	2019-07-25	2019-09-01	MEMNB		4	30241	1	CBUDG	Mme	Caroline	HOUSSIN-SALVETAT	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901407 - Fontevraud-l'Abbaye	244900445	SI du canton de Saumur Sud	SIVU	1	0	1990-03-26	1990-03-26	MEMNB		11	37175	2	CBUDG	Mme	Sandrine	LION	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214902249 - Neuillé	254900780	SIUP de Blou et de Neuillé	SIVU	0	0	1977-06-26	1977-06-26	MEMNB		2	1980	1	CBUDG	M.	Guy	BERTIN	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	200065225 - Doué-en-Anjou	254900863	SIRP des Verchers-sur-Layon et de Saint-Macaire-du-Bois	SIVU	0	0	1977-09-26	1977-09-26	MEMNB		2	11921	1	CBUDG	M.	Pierre	de BOUTRAY	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214902629 - Rou-Marson	254900871	SIUP de Rou-Marson, Les Ulmes et Verrie	SIVU	0	0	1976-07-29	1976-07-29	MEMNB		3	1723	1	CBUDG	Mme	Delphine	CLOCHARD	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214901001 - Cizay-la-Madeleine	254900962	SIUP de Cizay-la-Madeleine - Courchamps	SIVU	0	0	1992-11-27	1992-11-27	MEMNB		2	1027	1	CBUDG	Mme	Delphine	BLOT	
52 - Pays de la Loire	49 - Maine-et-Loire	4 - Segré	214900649 - Chambellay	254901598	SIUP de Chambellay et de La Jaille-Yvon	SIVU	0	0	1987-03-24	1987-03-24	MEMNB		2	756	1	CBUDG	M.	Jérémie	DERSOIR	
52 - Pays de la Loire	49 - Maine-et-Loire	4 - Segré	214900383 - Bourg-l'Évêque	254902307	SIRP de Bouillé-Ménard et de Bourg-l'Évêque	SIVU	0	0	1997-08-26	1997-08-26	MEMNB		2	1013	1	CBUDG	M.	Thierry	ANDRÉ	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	200052702 - Baugé-en-Anjou	254902463	SIVU Direction associée des musées municipaux de Baugé, Beaufort-en-vallée et Parçay-les-Pins	SIVU	0	0	2001-02-02	2001-02-02	MEMNB		3	24757	1	CBUDG	Mme	Marie-Odile	BOULETREAU	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	200053213 - Les Bois d'Anjou	254902596	SIVU Groupe scolaire Milon Saint Georges	SIVU	0	0	2004-06-04	2004-06-04	AUTR	6 délégués pour Fontaine Milon et 5 délégués pour St Georges du Bois	2	8503	1	CBUDG	Mme	Nathalie	PÉANT	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900151 - Avrillé	254902638	SI pour la coordination gérontologique d'Outre Maine	SIVU	0	0	2005-02-07	2005-02-07	MEMNB		13	59927	1	CBUDG	Mme	Florence	LUCAS	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214902678 - Saint-Barthélemy-d'Anjou	200003127	SI Arts et musiques	SIVOM	0	0	2006-04-25	2006-05-01	AUTR	chaque commune désigne deux délégués titulaires et un délégué suppléant, par lieu d'enseignement, sans condition démographique.	4	24968	1	CBUDG	Mme	Danièle	SIENISKI	
52 - Pays de la Loire	49 - Maine-et-Loire	4 - Segré	214900540 - Candé	200071603	SI du Candéen	SIVOM	0	0	2016-12-12	2017-01-01	POPUL		5	6602	2	CBUDG	M.	Pascal	CROSSOUARD	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214901274 - Durtal	244900072	SIVOM de Durtal	SIVOM	0	0	1965-02-13	1965-02-13	MEMNB		6	10619	4	CBUDG	M.	Pascal	FARION	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214903684 - Vernantes	244900478	SI de l'Est Anjou	SIVOM	1	0	1992-06-26	1992-06-26	MEMNB		3	3470	7	CBUDG	M.	Etienne	MOREAU	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214902157 - Montreuil-Bellay	244900957	SICOM du Val du Thouet	SIVOM	0	0	2000-12-29	2000-12-29	MEMNB		11	10618	3	CBUDG	M.	Marc	BONNIN	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214900029 - Allonnes	244900965	SIVOM du Pays Allonnais	SIVOM	0	0	2000-11-02	2000-11-02	MEMNB		7	12685	3	CBUDG	M.	Jérôme	HARRAULT	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214903585 - Turquant	254900889	SI de la Côte	SIVOM	1	0	1973-04-04	1973-04-04	AUTR	le maire de chaque commune membre + 3 délégués par communes	12	12477	4	CBUDG	M.	Alain	BOISSONNOT	
52 - Pays de la Loire	49 - Maine-et-Loire	3 - Saumur	214903627 - Varrains	254901218	SI du Château des Ifs	SIVOM	0	0	1976-12-07	1976-12-07	MEMNB		2	4833	3	CBUDG	Mme	Juliette	MARTIN	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	200055218 - Bellevigne-en-Layon	200058352	Syndicat Layon Aubance Louets	SMF	1	1	2015-11-24	2016-01-01	AUTR	? pour les EPCI-FP :  - un nombre de délégués titulaires calculé pour 50 % en fonction de la population du membre incluse dans le périmètre du syndicat et pour 50 % en fonction de la superficie du membre incluse dans le périmètre du syndicat ;  - des délégués suppléants désignés à raison d?un délégué suppléant pour les membres bénéficiant d?un délégué titulaire et de 50 % du nombre de délégués titulaires (arrondi à l?entier supérieur) pour les membres bénéficiant de plusieurs délégués titulaires.        ? pour les communes : 1 délégué titulaire et 1 délégué suppléant.	17	817450	6	CBUDG	M.	Dominique	PERDRIEAU	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900201 - Beaucouzé	200077402	Syndicat d'eau de l'Anjou	SMF	0	0	2017-12-13	2018-01-01	AUTR	2 délégués titulaires par CC  1 délégué titulaire par tranche complète de 13 000 habitants (au 1er janvier 2017)  Nombre de délégués suppléants : 50 % effectif des délégués titulaires, arrondi à l'unité supérieure	4	158370	1	CBUDG	M.	THIERRY	GALLARD	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900078 - Angers	200080828	SM des basses vallées angevines et de la Romme	SMF	0	0	2018-04-18	2018-04-18	AUTR		4	351708	4	CBUDG	M.	Jean-Paul	PAVILLON	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214902835 - Saint-Georges-sur-Loire	200088888	SI de la région de Saint-Georges-sur-Loire	SMF	1	0	2000-09-01	2000-09-01	AUTR		9	65145	2	CBUDG	Mme	Valérie	LEVEQUE	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214903478 - Tiercé	254900517	 3RD'Anjou (syndicat pour la Réduction, le Réemploi et le Recyclage de Déchets en Anjou)	SMF	0	0	1976-10-15	1976-10-15	POPUL		3	123555	1	CBUDG	M.	David	LAGLEYZE	
52 - Pays de la Loire	49 - Maine-et-Loire	2 - Cholet	200053619 - Beaupréau-en-Mauges	254900582	SM des bassins Èvre, Thau, Saint-Denis, Robinets, Haie-d'Alot	SMF	0	0	1977-06-16	1977-06-16	AUTR	1 titulaire par tranche de 25 km2 de superficie couverte par les bassins Èvre, Thau, Saint-Denis, Robinets, Haie-d'Allot, arrondi à l'entier supérieur.	3	238986	5	CBUDG	M.	Yannick	BENOIST	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900078 - Angers	254901309	SM intercommunal d'énergies de Maine-et-Loire (SIEML)	SMF	1	0	1925-02-12	1925-02-12	MEMNB		184	844693	7	CBUFI	M.	Jean-Luc	DAVY	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214900078 - Angers	254902034	Pôle Métropolitain Loire Angers	SMF	0	0	1991-09-11	1991-09-11	AUTR	nombre de représentants par EPCI membre fixé dans les statuts	3	400298	3	CBUDG	M.	Jean-Marc	VERCHERE	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214903478 - Tiercé	254902141	SM Anjou Hortipole	SMF	0	0	1992-12-31	1992-12-31	MEMNB		2	7752	1	CBUDG	M.	Arnaud	HIE	
52 - Pays de la Loire	49 - Maine-et-Loire	1 - Angers	214901886 - Marcé	254902547	SM d'études, d'aménagement et de gestion du parc d'activités Angers Marcé	SMF	0	0	2003-02-25	2003-02-25	MEMNB		2	342271	1	CBUDG	M.	Yves	GIDOIN	
52 - Pays de la Loire	49 - Maine-et-Loire	2 - Cholet	214903320 - La Séguinière	254902562	SM pour le traitement et la valorisation des déchets ménagers résiduels (VALOR 3 E)	SMF	0	1	2003-10-20	2003-10-20	POPUL		4	341553	2	CBUDG	M.	Cédric	VAN VOOREN	
