Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000106 - Belfort	200069052	CA Grand Belfort	CA	0	0	2016-12-02	2017-01-01	RDC		52	103192	42	FPU	M.	Damien	MESLOT	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000411 - Étueffont	200069060	CC des Vosges du Sud	CC	0	0	2016-12-02	2017-01-01	RDC		22	15463	32	FPU	M.	Jean-Luc	ANDERHUEBER	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000338 - Delle	249000241	CC du Sud Territoire	CC	0	0	1999-12-21	1999-12-21	RDC		27	23968	26	FPU	M.	Christian	RAYOT	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000411 - Étueffont	259000198	SI de gestion de la piscine d'Étueffont	SIVU	0	0	1979-04-12	1979-04-12	MEMNB		41	24006	1	CBUDG	M.	Christian	CODDET	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000528 - Giromagny	259000222	SI de construction du CES de Giromagny	SIVU	0	0	1971-09-14	1971-09-14	MEMNB		11	9543	1	CBUDG	Mme	Elisabeth	WILLEMAIN	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000528 - Giromagny	259000248	SI des eaux de Giromagny	SIVU	0	0	1950-03-17	1950-03-17	MEMNB		14	11710	1	CBUDG	M.	Guy	MICLO	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000726 - Morvillars	259000255	SI de gestion du CES de Morvillars	SIVU	0	0	1970-08-17	1970-08-17	MEMNB		6	8101	1	CBUDG	M.	Christian	BIRRER	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000411 - Étueffont	259000289	SI des eaux de la Saint Nicolas	SIVU	0	0	1950-04-21	1950-04-21	MEMNB		7	3703	1	CBUDG	M.	Christophe	GEORGES	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000809 - Phaffans	259000313	SI de la Baroche	SIVU	0	0	1975-04-10	1975-04-10	MEMNB		5	2157	1	CBUDG	Mme	Christine	BAINIER	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000742 - Novillard	259000370	Syndicat de gestion de la salle des 4 villages Autrechêne, Fontenelle, Novillard, Petit-Croix	SIVU	0	0	1980-09-22	1980-09-22	MEMNB		4	1034	1	CBUDG	Mme	Pascale	GABILLOUX	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000114 - Bermont	259000578	SI des immeubles intercommunaux de Bermont	SIVU	0	0	1988-06-07	1988-06-07	MEMNB		4	2178	1	CBUDG	M.	Pascal	GROSJEAN	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000049 - Argiésans	259000594	SI pour la gestion du RP d'Argiésans, Banvillars, Buc, Urcerey	SIVU	0	0	1989-09-05	1989-09-05	MEMNB		3	1145	1	CBUDG	M.	Roger	LAUQUIN	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000940 - Sevenans	259000644	SI de l'école maternelle Pauline Kergomard	SIVU	0	0	1989-12-29	1989-12-29	MEMNB		4	2178	1	CBUDG	M.	Mickaël	NICOD	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000908 - Saint-Dizier-l'Évêque	259000719	SI pour la gestion du RP du plateau	SIVU	0	0	1990-07-10	1990-07-10	MEMNB		4	1233	1	CBUDG	M.	Jean Jacques	DUPREZ	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000155 - Botans	259000768	SI pour la gestion du RP de Bermont, Botans et Dorans	SIVU	0	0	1990-08-30	1990-08-30	MEMNB		4	2178	1	CBUDG	Mme	Nelly	WISS	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000106 - Belfort	259000776	SI de la fourrière	SIVU	0	0	1992-06-01	1992-06-01	MEMNB		101	142623	1	CBUDG	Mme	Christiane	EINHORN	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000494 - Foussemagne	259001014	SI pour la gestion et l'animation du RP de Foussemagne et Reppe	SIVU	0	0	1999-12-14	1999-12-14	MEMNB		2	1259	1	CBUDG	Mme	Nadia	RENOFFIO	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000189 - Brebotte	259000396	SI pour la gestion du RP de la vallée de l'Ecrevisse	SIVOM	0	0	1985-04-03	1985-04-03	MEMNB		5	1611	2	CBUDG	M.	Fabien	BAGUEREY	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	219000502 - Frais	259000479	SI du Tilleul	SIVOM	0	0	1986-12-26	1986-12-26	MEMNB		7	2109	2	CBUDG	M.	Miltiades	CONSTANTAKATOS	
27 - Bourgogne-Franche-Comté	90 - Territoire de Belfort	1 - Belfort	200087195 - Meroux-Moval	259000966	SI Territoire d'énergie 90	SIVOM	0	0	1994-12-16	1994-12-16	POPUL		101	142623	2	CBUDG	M.	Michel	BLANC	
