Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
44 - Grand Est	10 - Aube	3 - Troyes	211003744 - Troyes	200069250	CA Troyes Champagne Métropole	CA	0	0	2016-12-01	2017-01-01	RDC		81	179084	42	FPU	M.	François	BAROIN	
44 - Grand Est	10 - Aube	2 - Nogent-sur-Seine	211003124 - Romilly-sur-Seine	200000545	CC des Portes de Romilly sur Seine	CC	0	0	2005-12-16	2006-01-01	RDC	suite aux élections partielles de Saint-Hilaire-sous-Romilly du 13 mars 2016	6	19251	17	AAZSE	M.	Eric	VUILLEMIN	
44 - Grand Est	10 - Aube	2 - Nogent-sur-Seine	211002605 - Nogent-sur-Seine	200006716	CC du Nogentais	CC	0	0	2006-12-19	2007-01-01	ACCOR	41 sièges (arrêté du 16 octobre 2019)  suppression de l'article 4 des statuts fixant la répartition des sièges	23	16811	13	AAZSE	Mme	Raphaële	LANTHIEZ	
44 - Grand Est	10 - Aube	1 - Bar-sur-Aube	211000591 - Brienne-le-Château	200040137	CC des Lacs de Champagne	CC	0	0	2014-01-01	2014-01-01	ACCOR		43	9248	15	FPU	M.	Bruno	DEZOBRY	
44 - Grand Est	10 - Aube	1 - Bar-sur-Aube	211003611 - Soulaines-Dhuys	200066892	CC de Vendeuvre-Soulaines	CC	0	0	2016-10-28	2017-01-01	ACCOR	répartition à la proportionnelle 53 sièges	38	7606	26	FPU	M.	Philippe	DALLEMAGNE	
44 - Grand Est	10 - Aube	3 - Troyes	211000328 - Bar-sur-Seine	200069003	CC du Barséquanais en Champagne	CC	0	0	2016-12-01	2017-01-01	ACCOR		53	18890	16	FPU	M.	Claude	PENOT	
44 - Grand Est	10 - Aube	2 - Nogent-sur-Seine	211002266 - Méry-sur-Seine	200070126	CC Seine et Aube	CC	0	0	2016-12-08	2017-01-01	RDC		25	10364	15	ASZSE	M.	Loïc	ADAM	
44 - Grand Est	10 - Aube	3 - Troyes	211001342 - Ervy-le-Châtel	200071041	CC du Chaourçois et du Val d'Armance	CC	0	0	2016-12-13	2017-01-01	ACCOR	reflet de la répartition de droit commun	42	10549	16	ASZSE	M.	Jean-Michel	HUPFER	
44 - Grand Est	10 - Aube	3 - Troyes	211000054 - Arcis-sur-Aube	200071777	CC d'Arcis, Mailly, Ramerupt	CC	0	0	2016-12-16	2017-01-01	RDC		39	12034	20	AAZSE	Mme	Solange	GAUDY	
44 - Grand Est	10 - Aube	3 - Troyes	211002795 - Piney	241000223	CC Forêts, Lacs, Terres en Champagne	CC	0	0	2005-12-21	2006-01-01	RDC		15	6996	17	FPU	M.	Olivier	JACQUINET	
44 - Grand Est	10 - Aube	1 - Bar-sur-Aube	211000310 - Bar-sur-Aube	241000405	CC de la Région de Bar sur Aube	CC	0	0	1993-12-24	1994-01-01	RDC		27	10945	17	AAZSE	M.	Philippe	BORDE	
44 - Grand Est	10 - Aube	3 - Troyes	200058840 - Aix-Villemaur-Pâlis	241000447	CC du Pays d'Othe	CC	0	0	2002-12-18	2002-12-18	RDC		14	7757	12	AAZSE	M.	Daniel	DUCHANGE	
