Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
44 - Grand Est	67 - Bas-Rhin	8 - Strasbourg	216704825 - Strasbourg	246700488	Eurométropole de Strasbourg	METRO	0	0	1966-12-31	1966-12-31	RDC		33	520036	66	FPU	Mme	Pia	IMBS	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216701805 - Haguenau	200067874	CA de Haguenau	CA	0	0	2017-01-01	2017-01-01	RDC		36	99908	51	FPU	M.	Claude	STURNI	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216701102 - Durrenbach	200013050	CC Sauer-Pechelbronn	CC	0	0	2007-12-24	2007-12-24	ACCOR		24	17841	32	FPU	M.	Roger	ISEL	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216702811 - Marckolsheim	200030526	CC du Ried de Marckolsheim	CC	0	1	2011-12-19	2012-01-01	RDC		18	20866	29	AAZSE	M.	Frédéric	PFLIEGERSDOERFFER	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216700211 - Barr	200034270	CC du Pays de Barr	CC	0	0	2012-10-22	2013-01-01	ACCOR		20	24562	31	FPU	M.	Claude	HAULLER	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	200057321 - Truchtersheim	200034635	CC du Kochersberg	CC	0	0	2012-11-21	2013-01-01	RDC		23	27108	32	FPU	M.	Justin	VOGEL	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216704742 - Soultz-sous-Forêts	200040178	CC de l'Outre-Forêt	CC	0	0	2014-01-01	2014-01-01	RDC		13	16401	32	FPU	M.	Paul	HEINTZ	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216700252 - Beinheim	200041283	CC de la Plaine du Rhin	CC	0	0	2014-01-01	2014-01-01	ACCOR		19	18605	29	AAZSE	M.	Bernard	HENTSCH	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216701060 - Drusenheim	200041325	CC du Pays Rhénan	CC	0	0	2014-01-01	2014-01-01	RDC		17	37434	28	FPU	M.	Denis	HOMMEL	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216700617 - Bouxwiller	200067783	CC de Hanau-La Petite Pierre	CC	0	0	2017-01-01	2017-01-01	RDC		38	26698	33	FPU	M.	Patrick	MICHEL	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216704346 - Sarre-Union	200067841	CC de l'Alsace Bossue	CC	0	0	2017-01-01	2017-01-01	RDC		45	24602	30	AAZAE	M.	Marc	SÉNÉ	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216700286 - Benfeld	200067924	CC du Canton d'Erstein	CC	0	0	2017-01-01	2017-01-01	ACCOR		28	49423	49	FPU	M.	Stéphane	SCHAAL	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216704379 - Saverne	200068112	CC du Pays de Saverne	CC	0	0	2017-01-01	2017-01-01	RDC		35	36469	41	FPU	M.	Dominique	MULLER	
44 - Grand Est	67 - Bas-Rhin	3 - Molsheim	216705202 - Wasselonne	200068864	CC de la Mossig et du Vignoble	CC	0	0	2017-01-01	2017-01-01	RDC		24	25136	23	FPU	M.	Daniel	ACKER	
44 - Grand Est	67 - Bas-Rhin	3 - Molsheim	216704486 - Schirmeck	246700306	CC de la Vallée de la Bruche	CC	0	0	1999-12-29	2000-01-01	ACCOR		26	20936	27	FPU	M.	Jean-Bernard	PANNEKOECKE	
44 - Grand Est	67 - Bas-Rhin	3 - Molsheim	216704114 - Rosheim	246700744	CC des Portes de Rosheim	CC	0	0	1992-12-29	1993-01-01	ACCOR		9	18576	22	FPU	M.	Michel	HERR	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216700229 - Bassemberg	246700777	CC de la Vallée de Villé	CC	0	0	1992-12-31	1993-01-01	ACCOR		18	10972	32	FPU	M.	Serge	JANUS	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216702050 - Hoerdt	246700843	CC de la Basse-Zorn	CC	0	0	1993-12-20	1994-01-01	ACCOR		7	17887	24	ASZSE	M.	Denis	RIEDINGER	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216705442 - Wissembourg	246700926	CC du Pays de Wissembourg	CC	0	0	1994-12-28	1995-01-01	ACCOR		12	16101	32	AAZSE	M.	Serge	STRAPPAZON	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	200063170 - Hochfelden	246700959	CC du Pays de la Zorn	CC	0	0	1996-03-14	1996-03-14	RDC		20	16392	35	FPU	M.	Bernard	FREUND	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216704627 - Sélestat	246700967	CC de Sélestat	CC	0	0	1995-12-28	1996-01-01	ACCOR		12	37616	31	AAZSE	M.	Olivier	SOHLER	
44 - Grand Est	67 - Bas-Rhin	3 - Molsheim	216703009 - Molsheim	246701064	CC de la Région de Molsheim-Mutzig	CC	0	0	1997-12-31	1998-01-01	ACCOR		18	41381	24	AAZSE	M.	Laurent	FURST	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216703488 - Obernai	246701080	CC du Pays de Sainte-Odile	CC	0	0	1998-12-16	1999-01-01	RDC		6	19960	32	FPU	M.	Bernard	FISCHER	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216703249 - Niederbronn-les-Bains	246701098	CC du Pays de Niederbronn-les-Bains	CC	0	0	1998-12-16	1999-01-01	ACCOR		13	23692	33	FPU	M.	Patrice	HILT	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216701052 - Drulingen	200001089	SIVU de Drulingen, Berg et Eywiller	SIVU	0	0	2005-12-20	2005-12-20	POPUL		3	2078	1	CBUDG	M.	Michaël	ZEHR	
44 - Grand Est	67 - Bas-Rhin	8 - Strasbourg	216703090 - Mundolsheim	200004679	SIVU de l'école de musique Ravel	SIVU	0	0	2006-08-10	2006-08-10	MEMNB		3	14764	1	CBUDG	Mme	BEATRICE	BULOU	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216703496 - Oberroedern	200016640	SIVOS des écoles de Aschbach - Oberroedern - Stundwiller	SIVU	0	0	2008-08-29	2008-08-29	MEMNB		3	1690	1	CBUFI	M.	Claude	PHILIPPS	
44 - Grand Est	67 - Bas-Rhin	3 - Molsheim	216702084 - Hohengoeft	200017820	SIVU du Goeftberg	SIVU	0	0	2008-12-12	2008-12-12	POPUL		7	1890	2	CBUDG	M.	Pierre-Paul	ENGER	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216702902 - Merkwiller-Pechelbronn	200035889	SIVU de Pechelbronn	SIVU	0	0	2012-12-21	2013-01-01	MEMNB		5	4169	1	CBUDG	M.	Stéphane	WERNERT	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216704403 - Schaffhouse-près-Seltz	200061794	SIVU de la plaine de la Sauer et du Seltzbach	SIVU	0	0	2016-02-19	2016-02-19	MEMNB		8	4264	1	CBUDG	M.	Philippe	GIRAUD	
44 - Grand Est	67 - Bas-Rhin	8 - Strasbourg	216700013 - Achenheim	200068138	SIVU Les Châteaux	SIVU	0	0	2016-12-01	2016-12-01	POPUL		5	7483	2	CBUDG	M.	Valentin	RABIOT	
44 - Grand Est	67 - Bas-Rhin	3 - Molsheim	216704486 - Schirmeck	200077444	Syndicat des forêts communales de la Bruche	SIVU	0	0	2017-12-12	2017-12-12	MEMNB		18	9554	1	CBUDG	M.	Thierry	SIEFFER	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216702837 - Marmoutier	200078517	SIVOS Les jardins de l'abbaye	SIVU	0	0	2018-01-01	2018-01-01	POPUL		5	4458	1	CBUDG	M.	Aimé	DANGELSER	
44 - Grand Est	67 - Bas-Rhin	5 - Sélestat-Erstein	216700633 - Breitenbach	200084234	SIVU du Honcourt	SIVU	0	0	2018-09-13	2018-09-13	MEMNB		4	2488	4	CBUDG	M.	Jean-Pierre	PIELA	
44 - Grand Est	67 - Bas-Rhin	2 - Haguenau-Wissembourg	216704551 - Schoenenbourg	200098226	SIVOS Les Papillons	SIVU	0	0	2022-05-12	2022-05-16	POPUL		4	1534	1	CBUDG	M.	Marc	MEYER	
44 - Grand Est	67 - Bas-Rhin	4 - Saverne	216703702 - Petersbach	200098903	Syndicat scolaire de la Porte des Vosges du Nord	SIVU	0	0	2022-09-30	2022-10-01	MEMNB		7	2558	1	CBUDG	M.	Christian	FAUTH	
