Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
84 - Auvergne-Rhône-Alpes	42 - Loire	3 - Saint-Étienne	214202186 - Saint-Étienne	244200770	Saint-Étienne Métropole	METRO	0	0	2000-12-13	2001-01-01	RDC		53	411009	61	FPU	M.	Gaël	PERDRIAU	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214201873 - Roanne	200035731	CA Roannais Agglomération	CA	0	0	2012-12-18	2013-01-01	RDC		40	103731	43	FPU	M.	Yves	NICOLIN	
84 - Auvergne-Rhône-Alpes	42 - Loire	1 - Montbrison	214201477 - Montbrison	200065886	Loire Forez Agglomération (LFA)	CA	0	0	2016-09-29	2017-01-01	RDC		87	114631	47	FPU	M.	Christophe	BAZILE	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214200529 - Charlieu	200035202	CC Charlieu-Belmont	CC	0	0	2012-12-11	2013-01-01	ACCOR	Entériné par arrêté 220/2019 du 14 octobre 2019, pour 41 sièges.	25	24339	27	FPU	M.	René	VALORGE	
84 - Auvergne-Rhône-Alpes	42 - Loire	1 - Montbrison	214200941 - Feurs	200065894	CC de Forez-Est	CC	0	0	2016-09-29	2017-01-01	RDC		42	65592	31	FPU	M.	Jean-Pierre	TAITE	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214202301 - Saint-Germain-Laval	244200614	CC des Vals d'Aix et Isable	CC	0	0	1993-12-22	1993-12-22	ACCOR	Accord local entériné par arrêté 222/2019 du 14 octobre 2019	12	6045	23	FPU	M.	Georges	BERNAT	
84 - Auvergne-Rhône-Alpes	42 - Loire	3 - Saint-Étienne	214200230 - Bourg-Argental	244200622	CC des Monts du Pilat	CC	0	0	1993-12-27	1993-12-27	RDC		16	15849	20	FPU	M.	Stéphane	HEYRAUD	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214202897 - Saint-Symphorien-de-Lay	244200630	CC du Pays Entre Loire et Rhône	CC	0	0	1993-12-28	1993-12-28	RDC	Projet d'accord local à 36 non retenu par la majorité qualifiée dans les délais, d'où répartition de droit commun	16	14384	22	FPU	M.	Jean Paul	CAPITAN	
84 - Auvergne-Rhône-Alpes	42 - Loire	2 - Roanne	214202483 - Saint-Just-en-Chevalet	244200820	CC du Pays d'Urfé	CC	0	0	1996-06-28	1996-06-28	ACCOR	Accord local entériné par arrêté 221/2019 du 9 octobre 2019	11	5254	24	AAZSE	M.	Charles	LABOURÉ	
84 - Auvergne-Rhône-Alpes	42 - Loire	3 - Saint-Étienne	214201683 - Pélussin	244200895	CC du Pilat Rhodanien	CC	0	0	2001-11-30	2001-11-30	RDC		14	17329	28	FPU	M.	Serge	RAULT	
