Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	12 - Aveyron	2 - Rodez	211202023 - Rodez	241200187	CA Rodez Agglomération	CA	0	0	1999-12-20	1999-12-20	ACCOR		8	59127	49	FPU	M.	Christian	TEYSSEDRE	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211200894 - Decazeville	200067064	CC Decazeville Communauté	CC	0	0	2016-10-25	2017-01-01	RDC		12	18752	26	FPU	M.	François	MARTY	
76 - Occitanie	12 - Aveyron	1 - Millau	211202866 - Vabres-l'Abbaye	200067155	CC Saint Affricain, Roquefort, Sept Vallons	CC	0	0	2016-10-27	2017-01-01	ACCOR		14	14313	28	FPU	M.	Sébastien	DAVID	
76 - Occitanie	12 - Aveyron	1 - Millau	211200258 - Belmont-sur-Rance	200067163	CC Monts, Rance et Rougier	CC	0	0	2016-10-25	2017-01-01	RDC		23	6503	25	FPU	Mme	Monique	ALIES	
76 - Occitanie	12 - Aveyron	2 - Rodez	211201199 - Laguiole	200067171	CC Aubrac, Carladez et Viadène	CC	0	0	2016-11-02	2017-01-01	RDC		21	10238	28	FPU	M.	Jean	VALADIER	
76 - Occitanie	12 - Aveyron	2 - Rodez	211200969 - Espalion	200067478	CC Comtal Lot et Truyère	CC	0	0	2016-11-09	2017-01-01	RDC		21	20395	26	FPU	M.	Nicolas	BESSIERE	
76 - Occitanie	12 - Aveyron	2 - Rodez	200056620 - Palmas d'Aveyron	200068484	CC des Causses à l'Aubrac	CC	0	0	2016-11-23	2017-01-01	ACCOR		17	14971	29	FPU	M.	Christian	NAUDAN	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211200563 - Baraqueville	200068831	Pays Ségali Communauté	CC	0	0	2016-11-02	2017-01-01	ACCOR		23	18768	25	FPU	Mme	Karine	CLÉMENT	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211203005 - Villefranche-de-Rouergue	200069383	Ouest Aveyron Communauté	CC	0	1	2016-12-02	2017-01-01	RDC		29	28332	31	FPU	M.	Michel	DELPECH	
76 - Occitanie	12 - Aveyron	1 - Millau	211201975 - Réquista	241200542	CC du Réquistanais	CC	0	0	2000-03-20	2000-03-20	ACCOR		11	5387	22	FPU	M.	Michel	CAUSSE	
76 - Occitanie	12 - Aveyron	1 - Millau	211201454 - Millau	241200567	CC de Millau Grands Causses	CC	0	1	1999-12-27	1999-12-27	RDC		15	30120	32	FPU	Mme	Emmanuelle	GAZEL	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211201991 - Rignac	241200625	CC du Pays Rignacois	CC	0	0	1995-12-29	1995-12-29	ACCOR		8	5839	29	AAZSE	M.	Jean-Marc	CALVET	
76 - Occitanie	12 - Aveyron	2 - Rodez	211201389 - Marcillac-Vallon	241200641	CC Conques-Marcillac	CC	0	0	1996-12-27	1996-12-27	ACCOR		12	12467	23	FPU	M.	Jean-Marie	LACOMBE	
76 - Occitanie	12 - Aveyron	1 - Millau	211201850 - Pont-de-Salars	241200658	CC du Pays de Salars	CC	0	0	1996-12-31	1996-12-31	RDC		9	8245	25	ASZSE	M.	Yves	REGOURD	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211201488 - Montbazens	241200674	CC du Plateau de Montbazens	CC	0	0	1996-12-31	1996-12-31	ACCOR		13	6337	29	ASZSE	M.	Jacques	MOLIERES	
76 - Occitanie	12 - Aveyron	1 - Millau	211202536 - Salles-Curan	241200765	CC de Lévézou Pareloup	CC	0	0	2000-12-15	2000-12-15	ACCOR		10	5455	26	FPU	M.	Arnaud	VIALA	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211201983 - Rieupeyroux	241200807	CC Aveyron Bas Ségala Viaur	CC	0	0	2001-12-28	2001-12-28	ACCOR		7	5709	22	FPU	M.	Jean-Eudes	LE MEIGNEN	
76 - Occitanie	12 - Aveyron	1 - Millau	211200779 - Cornus	241200906	CC Larzac et Vallées	CC	0	0	2004-12-13	2004-12-13	RDC		16	6781	26	FPU	M.	Christophe	LABORIE	
76 - Occitanie	12 - Aveyron	1 - Millau	211202445 - Saint-Rome-de-Tarn	241200914	CC de la Muse et des Raspes du Tarn	CC	0	0	2004-12-20	2005-01-01	ACCOR		13	5533	19	FPU	M.	Jérôme	MOURIES	
76 - Occitanie	12 - Aveyron	1 - Millau	211202320 - Saint-Jean-et-Saint-Paul	200009777	Syndicat d'exploitation de la source de Gauty	SIVU	0	0	2007-05-22	2007-05-22	MEMNB		2	534	1	CBUDG	M.	Michel	BOUDEAU	
76 - Occitanie	12 - Aveyron	1 - Millau	211200027 - Aguessac	200067833	SIVU scolaire du Lumencon	SIVU	0	0	2016-11-16	2016-11-16	MEMNB		4	2237	1	CBUDG	Mme	Souaâd	MOUSTAMID LEDERLE	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211200563 - Baraqueville	200095008	SIVOS du Pays Ségali	SIVU	0	0	2020-12-11	2021-01-01	MEMNB		10	9353	2	CBUDG	M.	Michel	ARTUS	
76 - Occitanie	12 - Aveyron	2 - Rodez	211202148 - Saint-Chély-d'Aubrac	241200062	SIVU de Saint-Chély-d'Aubrac - Condom-d'Aubrac	SIVU	0	0	1965-02-25	2011-01-01	MEMNB		2	836	1	AUCUN	M.	François	FOURNIER	
76 - Occitanie	12 - Aveyron	1 - Millau	211201975 - Réquista	251200200	SIAEP des rives du Tarn	SIVU	0	0	1967-07-19	2011-06-17	MEMNB		27	11136	1	CBUDG	M.	Jacques	SELLAM	
76 - Occitanie	12 - Aveyron	2 - Rodez	211200472 - Campagnac	251200333	SIAEP des vallées de la Serre et d'Olt	SIVU	0	0	1966-12-15	1966-12-15	MEMNB		8	3630	1	CBUDG	M.	Alain	VIOULAC	
76 - Occitanie	12 - Aveyron	1 - Millau	211200639 - La Cavalerie	251200382	SIAEP du Larzac	SIVU	0	0	1972-12-05	1972-12-05	POPUL		13	30867	1	CBUDG	M.	Christophe	LABORIE	
76 - Occitanie	12 - Aveyron	2 - Rodez	200055424 - Sévérac d'Aveyron	251200457	SIAEP de la Haute Vallée de l'Aveyron	SIVU	0	0	1955-10-20	1955-10-20	MEMNB		5	8042	1	CBUDG	M.	Edmond	GROS	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211200134 - Aubin	251200465	SI de gestion de la décharge contrôlée du Montet	SIVU	0	0	1977-03-09	1977-03-09	MEMNB		3	6442	1	CBUDG	Mme	Christine	TEULIER	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211200134 - Aubin	251200499	SIVU de gestion de la piscine du Gua	SIVU	0	0	1966-06-03	1966-06-03	MEMNB		2	5203	1	CBUDG	M.	Michel	BAERT	
76 - Occitanie	12 - Aveyron	3 - Villefranche-de-Rouergue	211202635 - Savignac	251200614	SIAEP de la région de Vailhourles	SIVU	0	1	1955-11-23	1955-11-23	MEMNB		6	4362	1	CBUDG	M.	Guy	MARTY	
