Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
11 - Île-de-France	93 - Seine-Saint-Denis	2 - Le Raincy	219300498 - Neuilly-Plaisance	200001782	SI pour l'aménagement et le développement de l'espace naturel du plateau d'Avron	SIVU	0	0	2005-04-25	2005-04-25	MEMNB		2	67395	3	CBUDG	M.	Pascal	BUTIN	
11 - Île-de-France	93 - Seine-Saint-Denis	2 - Le Raincy	219300472 - Montfermeil	200092682	Clichy Montfermeil restauration de la Dhuys	SIVU	0	0	2020-01-07	2020-01-07	MEMNB		2	57906	1	CBUDG	Mme	Samira	TAYEBI	
11 - Île-de-France	93 - Seine-Saint-Denis	3 - Saint-Denis	219300720 - Stains	249300039	SIVOM de Stains - Pierrefitte	SIVU	0	0	1971-11-17	1971-11-17	MEMNB		2	72869	1	CBUDG	M.	Azzedine	TAIBI	
11 - Île-de-France	93 - Seine-Saint-Denis	3 - Saint-Denis	219300019 - Aubervilliers	259300010	SI pour le conservatoire à rayonnement régional d'Aubervilliers - La Courneuve (CNR)	SIVU	0	0	1972-10-23	1972-10-23	MEMNB		2	137548	3	CBUDG	M.	Didier	BROQUE	
11 - Île-de-France	93 - Seine-Saint-Denis	1 - Bobigny	219300084 - Bobigny	259300036	Syndicat interdépartemental pour la gestion des parcs de sports de Bobigny et La Courneuve (SIGPS)	SIVU	0	1	1970-01-05	1970-01-05	MEMNB		3	2251696	1	CBUDG	Mme	Zainaba	SAID-ANZUM	
11 - Île-de-France	93 - Seine-Saint-Denis	1 - Bobigny	219300100 - Bondy	259300044	SI du cimetière de Bondy - Le Pré-Saint-Gervais	SIVU	0	0	1961-04-21	1961-04-21	MEMNB		2	69980	1	CBUDG	Mme	haciba	NEMDALI	
11 - Île-de-France	93 - Seine-Saint-Denis	3 - Saint-Denis	219300795 - Villetaneuse	259300077	SI du cimetière des Joncherolles	SIVU	0	0	1958-02-12	1958-02-12	MEMNB		5	266917	1	CBUDG	M.	Dieunor	EXCELLENT	
11 - Île-de-France	93 - Seine-Saint-Denis	3 - Saint-Denis	219300274 - La Courneuve	259300135	SI du cimetière des villes d'Aubervilliers, La Courneuve, Drancy, Bobigny	SIVU	0	0	1957-08-07	1957-08-07	MEMNB		4	264358	1	CBUDG	Mme	Corinne	CADAYS-DELHOME	
11 - Île-de-France	93 - Seine-Saint-Denis	1 - Bobigny	219300068 - Bagnolet	259300341	SI pour la construction, l'équipement et la gestion d'une maison de retraite pour personnes agées dépendantes (MAPAD)	SIVU	0	0	1996-08-01	1996-08-01	MEMNB		2	72836	1	CBUDG	Mme	Yalana	DINO	
11 - Île-de-France	93 - Seine-Saint-Denis	1 - Bobigny	219300530 - Noisy-le-Sec	259300358	SIVU pour la production et la livraison de repas collectifs entre les villes de Bondy et Noisy-le-Sec (SIPLARC)	SIVU	0	0	2000-12-05	2000-12-05	MEMNB		2	99296	1	CBUDG	Mme	Sonia	DAKHTI ALOUT	
