Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213502388 - Rennes	243500139	Rennes Métropole	METRO	0	0	1999-12-31	2000-01-01	ACCOR		43	476936	57	FPU	Mme	Nathalie	APPÉRÉ	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	213503600 - Vitré	200039022	CA Vitré Communauté	CA	0	0	2014-01-01	2014-01-01	RDC		46	84858	44	FPU	Mme	Isabelle	LE CALLENNEC	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	213503246 - La Selle-en-Luitré	200072452	CA Fougères Agglomération	CA	0	0	2016-12-06	2017-01-01	RDC		28	57436	40	FPU	M.	Patrick	MANCEAU	
53 - Bretagne	35 - Ille-et-Vilaine	2 - Redon	213502362 - Redon	243500741	CA Redon Agglomération	CA	0	1	1996-04-29	1996-04-29	ACCOR		31	69036	41	FPU	M.	Jean-François	MARY	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213500499 - Cancale	243500782	CA du Pays de Saint Malo Agglomération	CA	0	0	2000-12-22	2001-01-01	ACCOR		18	88316	42	FPU	M.	Gilles	LURTON	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	200085876 - Montauban-de-Bretagne	200038990	CC de Saint-Méen Montauban	CC	0	0	2014-01-01	2014-01-01	ACCOR		17	27754	29	FPU	M.	Philippe	CHEVREL	
53 - Bretagne	35 - Ille-et-Vilaine	2 - Redon	213501265 - Guichen	200043990	CC Vallons de Haute-Bretagne Communauté	CC	0	0	2013-12-17	2014-01-01	ACCOR		18	45492	30	FPU	M.	Joël	SIELLER	
53 - Bretagne	35 - Ille-et-Vilaine	2 - Redon	213500127 - Bain-de-Bretagne	200070662	CC Bretagne Porte de Loire Communauté	CC	0	0	2016-12-09	2017-01-01	ACCOR		20	33172	35	FPU	M.	Vincent	MINIER	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213500952 - Dol-de-Bretagne	200070670	CC du Pays de Dol et de la Baie du Mont Saint-Michel	CC	0	0	2016-12-09	2017-01-01	ACCOR		19	24429	30	FPU	M.	Denis	RAPINEL	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	200064517 - Maen Roch	200070688	CC Couesnon Marches de Bretagne	CC	0	0	2016-12-12	2017-01-01	ACCOR		15	22405	36	FPU	M.	Christian	HUBERT	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213501885 - Montfort-sur-Meu	243500550	CC Montfort Communauté	CC	0	0	1992-12-14	1992-12-14	RDC		8	26837	31	FPU	M.	Christophe	MARTINS	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213502230 - Plélan-le-Grand	243500618	CC Brocéliande Communauté	CC	0	0	1993-12-03	1993-12-03	ACCOR		8	19355	28	FPU	M.	Bernard	ETHORÉ	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	213502396 - Retiers	243500634	Roche aux Fées Communauté	CC	0	0	1993-12-24	1993-12-24	ACCOR		16	27465	29	FPU	M.	Luc	GALLARD	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	200064483 - Châteaugiron	243500659	CC Pays de Châteaugiron Communauté	CC	0	0	1993-12-30	1993-12-30	ACCOR		5	28031	29	FPU	M.	Dominique	DENIEUL	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213501935 - Montreuil-le-Gast	243500667	CC Val d'Ille-Aubigné	CC	0	0	1993-12-31	1993-12-31	RDC		19	39241	27	FPU	M.	Claude	JAOUEN	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213502289 - Pleurtuit	243500725	CC Côte d'Emeraude	CC	0	1	1996-10-10	1996-10-10	ACCOR		8	29271	30	FPU	M.	Pascal	GUICHARD	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213500564 - La Chapelle-aux-Filtzméens	243500733	CC Bretagne Romantique	CC	0	0	1995-12-06	1995-12-06	ACCOR		25	37025	33	FPU	M.	Loïc	RÉGEARD	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213500317 - La Bouëxière	243500774	CC Liffré-Cormier Communauté	CC	0	0	2000-04-10	2000-04-10	ACCOR	population DGF	9	28177	33	FPU	M.	Stéphane	PIQUET	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213502651 - Saint-Domineuc	200000917	SI de gestion des EHPAD de Saint-Domineuc et de Saint-Thual (SIGEHPAD SAINTDOMITHUAL)	SIVU	0	0	2005-12-23	2006-01-01	AUTR	Répartition des sièges en fonction de la population accueillie dans les établissements	2	3600	1	CBUDG	M.	Benoît	SOHIER	
53 - Bretagne	35 - Ille-et-Vilaine	2 - Redon	213500895 - La Couyère	200002848	SIVU un centre de secours à La Couyère	SIVU	0	0	2006-04-18	2006-04-18	MEMNB		6	5012	1	CBUDG	M.	Daniel	BORDIER	
53 - Bretagne	35 - Ille-et-Vilaine	4 - Saint-Malo	213502990 - Saint-Méloir-des-Ondes	200005973	SIVU animation jeunesse enfance (SIAJE)	SIVU	0	0	2006-11-22	2006-11-22	MEMNB		3	8685	2	CBUDG	M.	Olivier	DEROUSSEAUX	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213502453 - Romillé	200042950	SI de la petite enfance du secteur de Romillé et de Bécherel	SIVU	0	0	2014-01-01	2014-01-01	POPUL		5	8131	1	CBUDG	Mme	Marie-Hélène	DAUCE	
53 - Bretagne	35 - Ille-et-Vilaine	3 - Rennes	213502107 - Pacé	200081842	SIVU Aqua Ouest	SIVU	0	0	2018-07-19	2018-07-20	MEMNB		6	38322	1	CBUDG	M.	Hervé	DEPOUEZ	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	213501620 - Louvigné-du-Désert	243500089	SIVU Louvigné - La Bazouge	SIVU	0	0	1973-07-03	1973-07-03	MEMNB		2	4479	1	CBUDG	M.	Jean-Paul	GOUPIL	
53 - Bretagne	35 - Ille-et-Vilaine	1 - Fougères-Vitré	213501364 - Janzé	253500185	SI des eaux de la forêt du Theil	SIVU	0	0	1943-04-20	1943-04-20	POPUL		25	35934	1	CBUDG	M.	Jean-Pierre	MARTIN	
