Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217005503 - Vesoul	247000011	CA de Vesoul	CA	0	0	2011-12-30	2012-01-01	RDC		20	33395	39	FPU	M.	Alain	CHRETIEN	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217002922 - Jussey	200036150	CC des Hauts du Val de Saône	CC	0	0	2012-12-27	2013-01-01	RDC		48	8544	29	FPU	M.	Romain	MOLLIARD	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217002799 - Gray	200036549	CC Val de Gray	CC	0	0	2012-12-27	2013-01-01	RDC		48	21040	28	FPU	M.	Alain	BLINETTE	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217001718 - Corbenay	200041721	CC de la Haute Comté	CC	0	0	2014-01-01	2014-01-01	RDC		37	17419	21	FPU	M.	Anthony	MARIE	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217003573 - Montbozon	200041853	CC du Pays de Montbozon et du Chanois	CC	0	0	2014-01-01	2014-01-01	RDC		27	6841	32	FPU	Mme	Sabrina	FLEUROT	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217004787 - Saulx	200041861	CC du Triangle Vert	CC	0	0	2014-01-01	2014-01-01	RDC		42	11197	22	FPU	M.	Benjamin	GONZALES	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217004217 - Port-sur-Saône	200041879	CC Terres de Saône	CC	0	0	2014-01-01	2014-01-01	RDC		39	13392	32	FPU	M.	Luc	SIMONEL	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217003342 - Marnay	200041887	CC du Val Marnaysien	CC	0	1	2014-01-01	2014-01-01	RDC		45	14767	29	FPU	M.	Thierry	MALESIEUX	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217004829 - Scey-sur-Saône-et-Saint-Albin	247000367	CC des Combes	CC	0	0	1994-12-31	1994-12-31	RDC		27	7667	27	FPU	Mme	Carmen	FRIQUET	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217001981 - Dampierre-sur-Salon	247000623	CC des Quatre Rivières	CC	0	0	1996-12-31	1996-12-31	RDC		41	9682	26	FPU	M.	Dimitri	DOUSSOT	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217003102 - Lure	247000664	CC du Pays de Lure	CC	0	0	1998-12-16	1998-12-16	RDC		23	19542	30	FPU	Mme	Isabelle	ARNOULD	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217002823 - Gy	247000698	CC des Monts de Gy	CC	0	0	1999-12-30	1999-12-30	RDC		25	6288	25	AAZSE	Mme	Nicole	MILESI	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	2 - Vesoul	217004472 - Rioz	247000706	CC du Pays Riolais	CC	0	0	1999-12-29	1999-12-29	RDC		33	13467	28	FPU	Mme	Nadine	WANTZ	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217005610 - Villersexel	247000714	CC du Pays de Villersexel	CC	0	1	1999-12-30	1999-12-30	RDC		34	7992	26	FPU	M.	Daniel	CLERC	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	200083608 - Héricourt	247000722	CC du Pays d'Héricourt	CC	0	1	2000-11-14	2000-11-14	RDC		23	21486	28	FPU	M.	Fernand	BURKHALTER	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217003110 - Luxeuil-les-Bains	247000755	CC du Pays de Luxeuil	CC	0	0	2001-11-15	2001-11-15	RDC		15	15301	23	FPU	M.	Jacques	DESHAYES	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217004514 - Ronchamp	247000821	CC Rahin et Chérimont	CC	0	0	2002-12-20	2002-12-20	RDC		9	11930	26	FPU	M.	Benoît	CORNU	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217003391 - Mélisey	247000854	CC des 1000 étangs	CC	0	0	2003-12-22	2003-12-22	RDC		26	8722	23	FPU	M.	Régis	PINOT	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217001684 - Conflans-sur-Lanterne	200003150	SI des écoles de la lanterne	SIVU	0	0	2006-04-25	2006-04-25	MEMNB		6	1490	1	CBUDG	M.	Lakhdar	HADJADJI	
27 - Bourgogne-Franche-Comté	70 - Haute-Saône	1 - Lure	217002765 - Granges-la-Ville	200006310	SIVU pour la gestion et l'entretien du lagunage intercommunal et du collecteur principal	SIVU	0	0	2006-12-05	2006-12-05	MEMNB		4	1018	1	CBUDG	M.	Hugo	WALZ	
