Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	4 - Forcalquier	210401121 - Manosque	200034700	CA Durance-Lubéron-Verdon Agglomération	CA	0	1	2012-11-16	2013-01-01	RDC		25	64993	41	FPU	M.	Camille	GALTIER	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	3 - Digne-les-Bains	210400701 - Digne-les-Bains	200067437	CA Provence-Alpes-Agglomération	CA	0	0	2016-10-21	2017-01-01	RDC		46	49782	50	FPU	Mme	Patricia	GRANET-BRUNELLO	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	2 - Castellane	210401733 - Saint-André-les-Alpes	200068625	CC Alpes-Provence-Verdon "Sources de lumière"	CC	0	0	2016-11-24	2017-01-01	RDC		41	11621	31	FPU	M.	Maurice	LAUGIER	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	4 - Forcalquier	210402095 - Sisteron	200068765	CC du Sisteronais-Buëch	CC	0	1	2016-11-14	2017-01-01	RDC		60	26005	38	FPU	M.	Daniel	SPAGNOU	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	4 - Forcalquier	210401113 - Mane	200071025	CC Haute-Provence - Pays de Banon	CC	0	0	2016-11-30	2017-01-01	RDC		21	10108	24	FPU	M.	Jacques	DEPIEDS	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	4 - Forcalquier	210402004 - Salignac	200071033	CC Jabron-Lure-Vançon-Durance	CC	0	1	2016-12-13	2017-01-01	RDC		14	5500	28	FPU	M.	René	AVINENS	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	1 - Barcelonnette	210400198 - Barcelonnette	200072304	CC Vallée de l'Ubaye - Serre-Ponçon	CC	0	0	2016-12-16	2017-01-01	RDC		13	7922	27	FPU	Mme	Elisabeth	JACQUES	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	4 - Forcalquier	210400883 - Forcalquier	240400440	CC Pays Forcalquier et Montagne de Lure	CC	0	0	2002-04-11	2003-01-01	RDC		13	10181	31	FPU	M.	David	GEHANT	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	1 - Barcelonnette	210400198 - Barcelonnette	200001618	SIVU du golf du Bachelard	SIVU	0	0	2006-01-18	2006-01-18	AUTR		2	3268	1	CBUDG	M.	Pierre	MARTIN-CHARPENEL	
93 - Provence-Alpes-Côte d'Azur	04 - Alpes-de-Haute-Provence	4 - Forcalquier	210402343 - Venterol	200016814	SIVU à caractère pédagogique de Venterol-Piegut	SIVU	0	0	2008-09-18	2008-09-18	MEMNB		2	441	1	CBUDG	Mme	Nathalie	UBAUD	
