Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215200833 - Chaumont	200068658	CA de Chaumont	CA	0	0	2016-11-28	2017-01-01	RDC		63	45850	48	FPU	M.	Stéphane	MARTINELLI	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215203233 - Saint-Dizier	200068666	CA de Saint-Dizier Der et Blaise	CA	0	1	2016-11-28	2017-01-01	RDC		60	57225	41	FPU	M.	Quentin	BRIERE	
44 - Grand Est	52 - Haute-Marne	2 - Langres	200055770 - Le Montsaugeonnais	200027308	CC d'Auberive Vingeanne et Montsaugeonnais	CC	0	0	2010-12-29	2011-01-01	RDC		51	8276	28	AAZSE	M.	Laurent	AUBERTOT	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215201807 - Joinville	200044253	CC du Bassin de Joinville en Champagne	CC	0	0	2013-05-31	2014-01-01	ACCOR		59	12545	23	FPU	M.	Jean-Marc	FEVRE	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215201773 - Illoud	200069664	CC Meuse Rognon	CC	0	0	2016-12-06	2017-01-01	RDC		59	10806	27	AAZAE	M.	Nicolas	LACROIX	
44 - Grand Est	52 - Haute-Marne	2 - Langres	215201419 - Fayl-Billot	200070332	CC des Savoir-Faire	CC	0	1	2016-12-06	2017-01-01	RDC		63	15457	32	FPU	M.	Eric	DARBOT	
44 - Grand Est	52 - Haute-Marne	2 - Langres	215201922 - Langres	200072999	CC du Grand Langres	CC	0	0	2016-12-27	2017-01-01	RDC		54	21452	25	FPU	M.	Jacky	MAUGRAS	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215200783 - Châteauvillain	245200597	CC des Trois Forêts	CC	0	0	2003-10-01	2003-10-01	RDC		29	7479	26	ASZSE	Mme	Marie-Claude	LAVOCAT	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215203175 - Rupt	200016715	SI de gestion forestière de la vallée de la Marne	SIVU	0	0	2008-09-04	2008-09-04	MEMNB		7	4966	1	CBUDG	M.	DENIS	DAILLET	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215201484 - Foulain	200027837	SIVOS et extrascolaire Marne Suize	SIVU	0	0	2011-01-28	2011-01-28	MEMNB		2	995	1	CBUDG	M.	Robert	HENRY	
44 - Grand Est	52 - Haute-Marne	2 - Langres	215201419 - Fayl-Billot	200039113	SIVU de Fayl-Billot	SIVU	0	0	2013-05-03	2013-05-03	MEMNB		26	5187	1	CBUDG	M.	Bernard	GENDROT	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215201252 - Doulaincourt-Saucourt	200082352	SI des transports de Doulaincourt	SIVU	0	0	2018-09-10	2018-09-10	MEMNB		32	8084	1	CBUDG	M.	Xavier	ROCHAT	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215203860 - Vitry-lès-Nogent	245200118	SI des Trois vallées	SIVU	0	0	1975-01-22	1975-01-22	MEMNB		3	634	1	CBUDG	M.	Jean Michel	KONARSKI	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215200015 - Ageville	255200107	SI des eaux d'Ageville - Esnouveaux	SIVU	0	0	1949-03-07	1949-03-07	MEMNB		2	627	1	CBUDG	M.	GUY	URSCHEL	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215202078 - Longchamp	255200164	SI de la Sueurre et du Lonzay	SIVU	0	0	1946-10-14	1946-10-14	MEMNB		3	252	1	CBUDG	M.	Jean Guillaume	DECORSE	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215204389 - Nully	255200180	SI des eaux de Nully, Trémilly et Thil	SIVU	0	1	1960-08-25	1960-08-25	MEMNB		3	340	1	CBUDG	M.	FREDERIC	CHATELOT	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215201294 - Échenay	255200206	SI des eaux d'Échenay	SIVU	0	1	1954-03-08	1954-03-08	MEMNB		10	657	1	CBUDG	M.	Jean-François	MARECHAL	
44 - Grand Est	52 - Haute-Marne	3 - Saint-Dizier	215203506 - Thonnance-lès-Joinville	255200222	Syndicat des eaux de Thonnance-lès-Joinville et Suzannecourt	SIVU	0	0	1938-03-22	1938-03-22	MEMNB		2	1072	1	CBUDG	M.	Michel	BOULLEE	
44 - Grand Est	52 - Haute-Marne	1 - Chaumont	215202383 - Montheries	255200263	SAEP de Lavilleneuve-au-Roi -  Montheries	SIVU	1	0	1946-10-11	1946-10-11	MEMNB		3	508	1	CBUDG	M.	Frédéric	OLIVIER	
44 - Grand Est	52 - Haute-Marne	2 - Langres	215201922 - Langres	255200321	SIAEP de Corlée - Saint-Vallier-sur-Marne	SIVU	0	0	1956-11-17	1956-11-17	MEMNB		2	8271	1	CBUFI	M.	YANNICK	GIRARDIN	
