Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	81 - Tarn	1 - Albi	218100998 - Gaillac	200066124	CA Gaillac-Graulhet	CA	0	0	2016-07-08	2017-01-01	RDC		56	76965	48	FPU	M.	Paul	SALVADOR	
76 - Occitanie	81 - Tarn	2 - Castres	218100659 - Castres	248100430	CA de Castres Mazamet	CA	0	0	1999-12-16	1999-12-16	ACCOR		14	81264	39	FPU	M.	Pascal	BUGIS	
76 - Occitanie	81 - Tarn	1 - Albi	218100048 - Albi	248100737	CA de l'Albigeois (C2A)	CA	0	0	2002-12-31	2011-03-04	RDC		16	85570	45	FPU	Mme	Stéphanie	GUIRAUD-CHAUMEIL	
76 - Occitanie	81 - Tarn	2 - Castres	218102713 - Saint-Sulpice-la-Pointe	200034023	CC Tarn-Agout	CC	0	1	2012-08-31	2013-01-01	RDC		21	30603	31	FPU	M.	Gérard	PORTES	
76 - Occitanie	81 - Tarn	1 - Albi	218100030 - Alban	200034031	CC des Monts d'Alban et du Villefranchois	CC	0	0	2012-07-25	2013-01-01	ACCOR		14	6498	33	FPU	M.	Jean-Luc	ESPITALIER	
76 - Occitanie	81 - Tarn	1 - Albi	218102226 - Réalmont	200034049	CC Centre Tarn	CC	0	0	2012-07-25	2013-01-01	ACCOR		11	11428	27	FPU	M.	Jean-Luc	CANTALOUBE	
76 - Occitanie	81 - Tarn	2 - Castres	218101392 - Lautrec	200034056	CC du Lautrécois et du Pays d'Agout	CC	0	0	2012-07-25	2013-01-01	ACCOR		28	14644	25	AAZSE	M.	Thierry	BARDOU	
76 - Occitanie	81 - Tarn	1 - Albi	218100451 - Les Cabannes	200034064	CC du Cordais et du Causse (4 C)	CC	0	0	2012-07-25	2013-01-01	ACCOR		25	5413	24	FPU	M.	Bernard	ANDRIEU	
76 - Occitanie	81 - Tarn	1 - Albi	218100600 - Carmaux	200040905	CC Carmausin-Ségala	CC	0	0	2014-01-01	2014-01-01	RDC		31	30619	32	FPU	M.	Didier	SOMEN	
76 - Occitanie	81 - Tarn	2 - Castres	218101244 - Lacaune	200066553	CC des Monts de Lacaune et de la Montagne du Haut Languedoc	CC	0	1	2016-08-08	2017-01-01	ACCOR		20	8164	35	FPU	M.	Daniel	VIDAL	
76 - Occitanie	81 - Tarn	2 - Castres	218100311 - Le Bez	200066561	CC Sidobre Vals et Plateaux	CC	0	0	2016-07-08	2017-01-01	RDC		16	12676	28	FPU	Mme	Brigitte	PAILHE	
76 - Occitanie	81 - Tarn	2 - Castres	218102739 - Saïx	248100158	CC du Sor et de l'Agout	CC	0	0	1999-12-29	2011-12-12	ACCOR		26	23777	29	FPU	M.	Sylvain	FERNANDEZ	
76 - Occitanie	81 - Tarn	1 - Albi	218103083 - Valence-d'Albigeois	248100497	CC Val 81	CC	0	0	1994-12-27	1994-12-27	ACCOR		19	5657	26	ASZSE	M.	Guy	GAVALDA	
76 - Occitanie	81 - Tarn	2 - Castres	218100055 - Albine	248100745	CC Thoré Montagne Noire	CC	0	0	2004-12-10	2004-12-10	ACCOR		9	5137	29	FPU	M.	Michel	CASTAN	
76 - Occitanie	81 - Tarn	1 - Albi	218102028 - Parisot	248100240	SIVU Parisot Peyrole	SIVU	0	0	1984-07-26	1984-07-26	MEMNB		2	1591	1	CBUFI	M.	Pascal	NEEL	
76 - Occitanie	81 - Tarn	1 - Albi	218101442 - Lescure-d'Albigeois	248100299	SIVU Arthès Lescure	SIVU	0	0	1989-07-25	1989-07-25	MEMNB		2	7258	1	CBUFI	M.	Xavier	PETIT	
76 - Occitanie	81 - Tarn	2 - Castres	218100055 - Albine	248100620	SIVU Albine, Sauveterre	SIVU	0	0	1999-09-30	1999-09-30	MEMNB		2	698	1	CBUFI	M.	Xavier	SENEGAS	
76 - Occitanie	81 - Tarn	1 - Albi	200085322 - Terre-de-Bancalié	258100338	SRPI Ronel, Fauch, Roumégoux, Terre-Clapier	SIVU	0	0	1977-05-31	1977-05-31	MEMNB		2	2358	1	CBUFI	M.	DANIEL	FARENC	
76 - Occitanie	81 - Tarn	2 - Castres	218102192 - Puylaurens	258100635	Syndicat intercommunal d'alimentation en eau potable du Sant	SIVU	0	0	1934-04-20	1934-04-20	MEMNB		15	18478	1	CBUFI	M.	RAYMOND	FREDE	
76 - Occitanie	81 - Tarn	2 - Castres	200009595 - Guitalens-L'Albarède	258100692	SIAEP Vielmur, Saint-Paul	SIVU	0	0	1952-02-18	1952-02-18	MEMNB		13	8893	1	CBUFI	M.	Laurent	VANDENDRIESSCHE	
76 - Occitanie	81 - Tarn	1 - Albi	218102119 - Poulan-Pouzols	258100957	SRPI Carlus, Poulan-Pouzols	SIVU	0	0	1984-03-02	1984-03-02	MEMNB		2	1173	1	CBUFI	Mme	Elodie	VERRI	
76 - Occitanie	81 - Tarn	1 - Albi	218101145 - Labastide-Gabausse	258101054	SRPI Blaye-les-Mines, Taïx, Labastide-Gabausse	SIVU	0	0	1985-05-30	2012-01-02	MEMNB		3	4167	2	CBUFI	M.	Jean-François	KOWALIK	
76 - Occitanie	81 - Tarn	2 - Castres	218102424 - Saint-Avit	258101070	SRPI Lescout, Lagardiolle, Saint-Avit	SIVU	0	0	1985-06-07	1985-06-07	MEMNB		3	1289	1	CBUFI	Mme	Sandra	AMADO	
76 - Occitanie	81 - Tarn	1 - Albi	218102531 - Saint-Grégoire	258101310	SRPI Saint-Grégoire, Saussenac	SIVU	0	0	1988-05-27	1988-05-27	MEMNB		2	1103	1	CBUFI	Mme	Stéphanie	VERDEIL	
76 - Occitanie	81 - Tarn	2 - Castres	218101269 - Lacougotte-Cadoul	258101385	SRPI Lacougotte-Cadoul, Veilhes, Viviers-lès-Lavaur	SIVU	0	0	1989-06-05	1989-06-05	MEMNB		3	599	1	CBUFI	M.	Jean-Paul	ROCACHE	
76 - Occitanie	81 - Tarn	2 - Castres	218101749 - Montdragon	258101484	SRPI Montdragon, Saint-Julien-du-Puy	SIVU	0	0	1990-03-30	1990-03-30	MEMNB		3	1574	1	CBUFI	M.	Christian	BARDOU	
76 - Occitanie	81 - Tarn	2 - Castres	218101582 - Le Masnau-Massuguiès	258101666	SRPI Le Masnau-Massuguiès, Massals, Montfranc	SIVU	0	1	1991-11-21	1991-11-21	POPUL		4	579	1	CBUFI	M.	Nicolas	ALIBERT	
76 - Occitanie	81 - Tarn	2 - Castres	218102317 - Rouairoux	258101716	SI gestion du groupe scolaire de Lacabarède	SIVU	0	0	1992-02-12	1992-02-12	AUTR		3	864	1	CBUFI	Mme	Maryline	HANOT	
76 - Occitanie	81 - Tarn	2 - Castres	218102366 - Saint-Agnan	258101740	SRPI Garrigues, Lugan, Saint-Agnan	SIVU	0	0	1992-08-24	1992-08-24	MEMNB		3	1035	1	CBUFI	Mme	Brigitte	PARAYRE	
