Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
84 - Auvergne-Rhône-Alpes	26 - Drôme	2 - Nyons	212601983 - Montélimar	200040459	CA Montélimar Agglomération	CA	0	0	2014-01-01	2014-01-01	RDC		27	70334	38	FPU	M.	JULIEN	CORNILLET	
84 - Auvergne-Rhône-Alpes	26 - Drôme	3 - Valence	212603625 - Valence	200068781	CA Valence Romans Agglo	CA	0	0	2016-11-14	2017-01-01	RDC		54	228725	46	FPU	M.	NICOLAS	DARAGON	
84 - Auvergne-Rhône-Alpes	26 - Drôme	3 - Valence	212603336 - Saint-Vallier	200040491	CC Porte de Dromardèche	CC	0	1	2014-01-01	2014-01-01	ACCOR		34	49388	27	FPU	M.	PIERRE	JOUVET	
84 - Auvergne-Rhône-Alpes	26 - Drôme	1 - Die	212600118 - Aouste-sur-Sye	200040509	CC du Crestois et de Pays de Saillans Coeur de Drôme	CC	0	0	2014-01-01	2014-01-01	RDC		15	16500	30	FPU	M.	DENIS	BENOIT	
84 - Auvergne-Rhône-Alpes	26 - Drôme	2 - Nyons	212602353 - Pierrelatte	200042901	CC Drôme Sud Provence	CC	0	0	2014-01-01	2014-01-01	ACCOR		14	44178	19	ASZSE	M.	JEAN MICHEL	CATELINOIS	
84 - Auvergne-Rhône-Alpes	26 - Drôme	1 - Die	212603070 - Saint-Jean-en-Royans	200067767	CC du Royans-Vercors	CC	0	0	2016-11-14	2017-01-01	RDC		18	9929	25	FPU	M.	PIERRE LOUIS	FILLET	
84 - Auvergne-Rhône-Alpes	26 - Drôme	2 - Nyons	212602205 - Nyons	200068229	CC des Baronnies en Drôme Provençale	CC	0	0	2016-11-14	2017-01-01	RDC		67	21332	20	ASZSE	M.	THIERRY	DAYRE	
84 - Auvergne-Rhône-Alpes	26 - Drôme	1 - Die	212601256 - Eurre	242600252	CC du Val de Drôme en Biovallée	CC	0	0	1987-06-25	1987-06-25	RDC		29	31541	29	FPU	M.	JEAN	SERRET	
84 - Auvergne-Rhône-Alpes	26 - Drôme	2 - Nyons	212601140 - Dieulefit	242600492	CC Dieulefit-Bourdeaux	CC	0	0	1992-12-28	1992-12-28	RDC		21	9900	25	FPU	Mme	FRANCOISE	SIMIAN	
84 - Auvergne-Rhône-Alpes	26 - Drôme	1 - Die	212601132 - Die	242600534	CC du Diois	CC	0	0	1994-12-02	1994-12-02	RDC		50	12345	25	FPU	M.	ALAIN	MATHERON	
84 - Auvergne-Rhône-Alpes	26 - Drôme	2 - Nyons	212602353 - Pierrelatte	200006948	SI pour le développement, la gestion et l'exploitation des terrains de l'aérodrome (SITA)	SIVU	0	0	2006-12-29	2006-12-29	MEMNB		2	15220	1	CBUDG	M.	JEAN MARC	CARIAS	
84 - Auvergne-Rhône-Alpes	26 - Drôme	3 - Valence	212601744 - Margès	200007623	SIVOS Arthémonay - Margès	SIVU	0	0	2007-01-26	2007-01-26	MEMNB		2	1752	1	CBUDG	M.	JEAN LOUIS	MORIN	
84 - Auvergne-Rhône-Alpes	26 - Drôme	3 - Valence	212600928 - Chavannes	200010684	SI d'assainissement de Marsaz et de Chavannes	SIVU	0	0	2007-10-02	2007-10-02	MEMNB		2	1473	1	CBUDG	M.	JACQUES	POCHON	
84 - Auvergne-Rhône-Alpes	26 - Drôme	1 - Die	212601652 - Livron-sur-Drôme	200012151	SI d'enseignement artistique (SIEA)	SIVU	0	0	2007-12-28	2007-12-28	POPUL		2	16159	1	CBUDG	Mme	CHRISTIANE	LAMBERT	
84 - Auvergne-Rhône-Alpes	26 - Drôme	3 - Valence	212603195 - Saint-Michel-sur-Savasse	200021244	SI du Bagnol	SIVU	0	0	2009-07-07	2009-07-07	MEMNB		2	1258	1	CBUDG	M.	Alain	BEC	
