Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216502351 - Juillan	200069300	CA Tarbes-Lourdes-Pyrénées	CA	0	0	2016-11-29	2017-01-01	RDC		86	130127	39	FPU	M.	Gérard	TRÉMÈGE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216502583 - Lannemezan	200070787	CC du Plateau de Lannemezan	CC	0	0	2016-12-09	2017-01-01	RDC		57	18116	22	AAZSE	M.	Bernard	PLANO	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504522 - Trie-sur-Baïse	200070795	CC du Pays de Trie et du Magnoac	CC	0	0	2016-12-09	2017-01-01	RDC		50	7152	23	AAZSE	M.	Gérard	BARTHE	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504472 - Tournay	200070803	CC des Coteaux du Val d'Arros	CC	0	0	2016-12-09	2017-01-01	RDC		53	11329	26	FPU	M.	Cédric	ABADIA	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216500256 - Argelès-Gazost	200070811	CC Pyrénées Vallées des Gaves	CC	0	0	2016-12-09	2017-01-01	RDC		46	15698	29	FPU	M.	Noël	PEREIRA DA CUNHA	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216503896 - Saint-Laurent-de-Neste	200070829	CC Neste Barousse	CC	0	0	2016-12-09	2017-01-01	RDC		43	7444	27	AAZSE	M.	Yoan	RUMEAU	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504605 - Vic-en-Bigorre	200072106	CC Adour Madiran	CC	0	1	2016-12-15	2017-01-01	RDC		72	24634	35	FPU	M.	Frédéric	RE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500595 - Bagnères-de-Bigorre	246500482	CC de la Haute-Bigorre	CC	0	0	1994-12-26	1994-12-26	RDC		25	17005	32	FPU	M.	Jacques	BRUNE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500314 - Arreau	246500573	CC Aure Louron	CC	0	0	1995-12-26	1995-12-26	RDC		46	7078	20	ASZSE	M.	Philippe	CARRERE	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504175 - Séméac	200018489	Syndicat intercommunal du relais petite enfance "La maison à malices"	SIVU	0	0	2008-12-24	2009-01-01	POPUL		2	13383	1	CBUDG	Mme	Sylvie	CHEMINADE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500066 - Ancizan	200038768	SIVU d'assainissement Ancizan, Grézian, Gouaux	SIVU	0	0	2013-04-19	2013-04-19	MEMNB		3	416	1	CBUDG	M.	Thierry	VIDAL	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500173 - Aragnouet	200038776	SI Piau - Aragnouet - Cadeilhan-Trachère	SIVU	0	0	2013-04-05	2013-04-05	MEMNB		2	297	1	CBUDG	M.	Jean	MOUNIQ	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216500629 - Barbazan-Debat	200040467	SI enfance jeunesse de Barbazan-Debat - Soues	SIVU	0	0	2013-10-11	2013-10-11	MEMNB		2	6634	1	CBUDG	M.	Yves	LOUPRET	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216504522 - Trie-sur-Baïse	200083970	SI de voirie du Pays de Trie	SIVU	0	0	2018-10-29	2018-10-29	MEMNB		16	2612	1	CBUDG	M.	Joël	CASTERAN	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216504167 - Seich	246500748	SI de télévision de Bize Seich Nistos	SIVU	0	0	1930-09-30	1930-09-30	MEMNB		3	519	1	CBUDG	M.	Claude	BARRERE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500751 - Bazus-Aure	246500847	SI d'assainissement de Bazus-Aure et Guchan	SIVU	0	0	2005-03-29	2005-03-29	MEMNB		2	302	1	CBUDG	Mme	Hélène	MALERE	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216503714 - Préchac	256500091	SIAEP du Vic de Préchac	SIVU	0	0	1980-01-18	1980-01-18	MEMNB		3	708	1	CBUDG	M.	Didier	BENIVAY	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216503961 - Saint-Savin	256500158	SIAEP Lau-Balagnas, Saint-Savin	SIVU	0	0	1937-01-01	1937-01-01	MEMNB		2	901	1	CBUDG	M.	Benoit	TOULOUZET	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216500256 - Argelès-Gazost	256500166	SIAEP d'Argelès et de l'Extrême de Salles	SIVU	0	0	1930-10-28	1930-10-28	MEMNB		5	4131	1	CBUDG	Mme	Marion	CHERRIER	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500645 - Bareilles	256500232	SIAEP Bareilles - Jézeau	SIVU	0	0	1953-01-01	1953-01-01	MEMNB		2	144	1	CBUDG	Mme	Jocelyne	VIDAILLET	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216501239 - Campan	256500323	Syndicat de la montagne de Gramont	SIVU	0	0	1961-03-17	1961-03-17	MEMNB		6	2548	1	CBUDG	M.	Etienne	LAY	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500785 - Beaudéan	256500331	SIAEP de Gerde - Beaudéan	SIVU	0	0	1959-06-11	1959-06-11	MEMNB		2	1607	1	CBUDG	M.	Noël	CORREGE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216503706 - Pouzac	256500349	SIAEPA du Haut Adour	SIVU	0	0	1960-06-14	1960-06-14	MEMNB		7	3977	3	CBUDG	M.	Robert	LAPORTE	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216502641 - Lascazères	256500497	SIAEP de la rivière basse	SIVU	0	0	1949-12-20	1949-12-20	MEMNB		10	2259	1	CBUDG	M.	Christian	BOURBON	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216502450 - Lagrange	256500562	SIAEP de Castelbajac Houeydets Lagrange	SIVU	0	0	1956-07-12	1956-07-12	MEMNB		3	684	1	CBUDG	M.	Philippe	CASTET	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216502583 - Lannemezan	256500570	SIAEP des Hautes vallées du Gers-Baïse	SIVU	0	0	1954-04-23	1954-04-23	MEMNB		16	3125	1	CBUDG	M.	Gérard	BARTHE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216502872 - Loures-Barousse	256500588	Syndicat de télévision de la Barousse et du Comminges	SIVU	0	1	1961-06-10	1961-06-10	MEMNB		51	7230	1	CBUDG	M.	Yves	PLANAS	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216504811 - Barèges	256500604	Syndicat d'équipement et de modernisation des thermes de Barèges	SIVU	0	0	1979-03-14	1979-03-14	AUTR	En fonction de la participation financière des membres	10	1825	1	CBUDG	M.	Pascal	ARRIBET	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216502955 - Luz-Saint-Sauveur	256500638	Syndicat de ramassage scolaire du canton de Luz	SIVU	0	0	1930-12-10	1930-12-10	MEMNB		15	2803	1	CBUDG	M.	Jean-Pierre	CRAMPE	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216502435 - Lafitole	256500653	SIAEP de Lafitole	SIVU	0	0	1975-12-08	1975-12-08	MEMNB		5	859	1	CBUDG	M.	Michel	MENONI	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216500470 - Aureilhan	256500893	Syndicat du collège Paul Valéry	SIVU	0	0	1960-02-04	1960-02-04	MEMNB		2	13383	1	CBUDG	M.	Erick	BARROUQUERE-THEIL	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216504654 - Vielle-Aure	256501057	Syndicat d'assainissement de la Haute vallée d'Aure	SIVU	0	0	1973-08-08	1973-08-08	MEMNB		8	2093	3	CBUDG	M.	Jean	MOUNIQ	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216500314 - Arreau	256501156	SIVOS d'Arreau et de ses vallées	SIVU	0	0	1985-11-06	1985-11-06	MEMNB		49	8122	1	CBUDG	M.	Jean-Yves	PARLES	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216501544 - Créchets	256501446	Syndicat baroussais de construction et embellissement	SIVU	0	0	1956-12-03	1956-12-03	MEMNB		10	530	2	CBUDG	Mme	Jeanine	MONTES	
76 - Occitanie	65 - Hautes-Pyrénées	1 - Argelès-Gazost	216500041 - Agos-Vidalos	256501503	SIVU du massif du Pibeste-Aoulhet	SIVU	0	0	1990-01-04	1990-01-04	MEMNB		9	3005	1	CBUDG	M.	Jean-Pierre	HOURCADE	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216501833 - Galan	256501909	SIAEP de Hountagnère	SIVU	0	0	1995-12-29	1995-12-29	POPUL		9	1388	1	CBUDG	M.	François	DABEZIES	
76 - Occitanie	65 - Hautes-Pyrénées	3 - Tarbes	216502963 - Madiran	256501941	SIVU du Madiranais	SIVU	0	1	1995-11-23	1995-11-23	MEMNB		35	7817	1	CBUDG	M.	Fabrice	LATAPI	
76 - Occitanie	65 - Hautes-Pyrénées	2 - Bagnères-de-Bigorre	216504829 - Cantaous	256501990	Syndicat de production et d'exploitation des eaux de Cantaous	SIVU	0	0	1995-12-15	1995-12-15	MEMNB		2	887	1	CBUDG	M.	Patrice	NOGUES	
