Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	34 - Hérault	3 - Montpellier	213401722 - Montpellier	243400017	Montpellier Méditerranée Métropole	METRO	0	0	2001-07-30	2001-08-01	RDC		31	513734	59	FPU	M.	Michaël	DELAFOSSE	
76 - Occitanie	34 - Hérault	3 - Montpellier	213401086 - Frontignan	200066355	CA Sète Agglopôle Méditerranée	CA	0	0	2017-01-01	2017-01-01	RDC		14	130502	41	FPU	M.	François	COMMEINHES	
76 - Occitanie	34 - Hérault	3 - Montpellier	213401540 - Mauguio	243400470	CA du Pays de l'Or	CA	0	0	1993-07-20	1993-07-20	ACCOR		8	45888	37	FPU	M.	Stéphan	ROSSIGNOL	
76 - Occitanie	34 - Hérault	3 - Montpellier	213401458 - Lunel	243400520	CA Lunel Agglo	CA	0	0	1993-12-24	1993-12-24	RDC		14	51987	36	FPU	M.	Pierre	SOUJOL	
76 - Occitanie	34 - Hérault	1 - Béziers	213400328 - Béziers	243400769	CA de Béziers-Méditerranée	CA	0	0	2001-12-26	2001-12-31	RDC	En fonction de la population pour les communes hors BEZIERS	17	131867	44	FPU	M.	Robert	MÉNARD	
76 - Occitanie	34 - Hérault	1 - Béziers	213402894 - Saint-Thibéry	243400819	CA Hérault-Méditerranée	CA	0	0	2002-12-17	2002-12-31	RDC		20	82169	36	FPU	M.	Gilles	D'ETTORE	
76 - Occitanie	34 - Hérault	2 - Lodève	213401425 - Lodève	200017341	CC Lodévois et Larzac	CC	0	0	2008-11-10	2008-11-17	RDC		28	15203	28	FPU	M.	Jean-Luc	REQUI	
76 - Occitanie	34 - Hérault	2 - Lodève	213402761 - Saint-Mathieu-de-Tréviers	200022986	CC du Grand Pic Saint-Loup	CC	0	0	2009-12-07	2010-01-01	RDC		36	52095	24	FPU	M.	Alain	BARBE	
76 - Occitanie	34 - Hérault	1 - Béziers	213400286 - Bédarieux	200042646	CC Grand Orb Communauté de Communes en Languedoc	CC	0	0	2014-01-01	2014-01-01	RDC		24	20400	24	FPU	M.	Pierre	MATHIEU	
76 - Occitanie	34 - Hérault	1 - Béziers	213402258 - Puisserguier	200042653	CC Sud-Hérault	CC	0	0	2014-01-01	2014-01-01	RDC		17	18450	22	FPU	M.	Jean-Noël	BADENAS	
