Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	32 - Gers	1 - Auch	213200132 - Auch	200066926	CA Grand Auch Coeur de Gascogne	CA	0	0	2016-10-21	2017-01-01	ACCOR		34	41293	43	FPU	M.	Bernard	PENSIVY	
76 - Occitanie	32 - Gers	1 - Auch	213201601 - L'Isle-Jourdain	200023620	CC de la Gascogne Toulousaine	CC	0	0	2009-12-31	2009-12-31	RDC		13	17205	29	FPU	M.	Francis	IDRAC	
76 - Occitanie	32 - Gers	2 - Condom	213202492 - Mauvezin	200034726	CC Bastides de Lomagne	CC	0	0	2012-11-22	2013-01-01	ACCOR		41	11699	28	FPU	M.	Jean-Luc	SILHERES	
76 - Occitanie	32 - Gers	3 - Mirande	200086908 - Riscle	200035632	CC Armagnac Adour	CC	0	0	2012-12-21	2013-01-01	ACCOR		24	6896	28	FPU	M.	Michel	PETIT	
76 - Occitanie	32 - Gers	3 - Mirande	213204647 - Villecomtal-sur-Arros	200035756	CC Astarac Arros en Gascogne	CC	0	0	2012-12-21	2013-01-01	ACCOR		37	7360	30	FPU	Mme	Céline	SALLES	
76 - Occitanie	32 - Gers	1 - Auch	213201478 - Gimont	200042372	CC des Coteaux Arrats Gimone	CC	0	0	2014-01-01	2014-01-01	ACCOR		30	11013	28	FPU	M.	Gérard	ARIES	
76 - Occitanie	32 - Gers	3 - Mirande	213204266 - Seissan	200072320	CC Val de Gers	CC	0	0	2016-12-19	2017-01-01	ACCOR		45	10438	29	FPU	M.	François	RIVIERE	
76 - Occitanie	32 - Gers	2 - Condom	213201320 - Fleurance	243200391	CC de la Lomagne Gersoise	CC	0	0	1998-12-23	1998-12-23	RDC		43	19953	26	FPU	M.	Xavier	BALLENGHIEN	
76 - Occitanie	32 - Gers	2 - Condom	213202963 - Nogaro	243200409	CC du Bas Armagnac	CC	0	0	1998-12-30	1998-12-30	RDC		26	8965	28	ASZSE	M.	Vincent	GOUANELLE	
76 - Occitanie	32 - Gers	2 - Condom	213201072 - Condom	243200417	CC de la Tenarèze	CC	0	0	1999-12-02	1999-12-02	RDC		26	14734	27	FPU	M.	Maurice	BOISON	
76 - Occitanie	32 - Gers	3 - Mirande	213202567 - Mirande	243200425	CC Coeur d'Astarac en Gascogne	CC	0	0	1999-12-03	1999-12-03	ACCOR		19	8114	28	FPU	M.	Patrick	FANTON	
76 - Occitanie	32 - Gers	2 - Condom	213200967 - Cazaubon	243200458	CC du Grand Armagnac	CC	0	0	1999-12-24	1999-12-24	RDC		25	13593	23	ASZSE	M.	Philippe	BEYRIES	
76 - Occitanie	32 - Gers	3 - Mirande	213202336 - Marciac	243200508	CC Bastides et Vallons du Gers	CC	0	0	2000-11-08	2000-11-08	RDC		30	7233	26	FPU	M.	Jean-Louis	GUILHAUMON	
76 - Occitanie	32 - Gers	1 - Auch	213202138 - Lombez	243200599	CC du Saves	CC	0	0	2002-12-31	2002-12-31	RDC		32	10053	25	FPU	M.	Hervé	LEFEBVRE	
76 - Occitanie	32 - Gers	1 - Auch	213204621 - Vic-Fezensac	243200607	CC Artagnan de Fezensac	CC	0	0	2003-12-18	2003-12-18	RDC		25	7118	21	FPU	Mme	Barbara	NETO	
76 - Occitanie	32 - Gers	2 - Condom	213201197 - Eauze	200016327	SIVU ELUSA Capitale Antique	SIVU	0	0	2008-07-09	2008-07-09	MEMNB		2	5299	1	CBUDG	M.	Michel	GABAS	
76 - Occitanie	32 - Gers	3 - Mirande	213203029 - Ornézan	200028777	SI scolaire Édouard Lartet	SIVU	0	0	2011-06-09	2011-06-09	MEMNB		6	1028	1	CBUDG	Mme	Corinne	ROUSSEAU	
76 - Occitanie	32 - Gers	2 - Condom	213201320 - Fleurance	200042398	Syndicat d'eau potable de la région de Fleurance	SIVU	0	0	2014-01-01	2014-01-01	POPUL		20	10682	1	CBUDG	M.	Eric	LABORDE	
76 - Occitanie	32 - Gers	3 - Mirande	213203656 - Saint-Blancard	200070415	SI des Hautes vallées	SIVU	0	0	2016-12-07	2017-01-01	MEMNB		9	1004	1	CBUDG	M.	Thierry	BONNET	
76 - Occitanie	32 - Gers	2 - Condom	213202740 - Monlezun-d'Armagnac	200075539	SIIS du Bas Armagnac	SIVU	0	0	2017-04-13	2017-08-01	MEMNB		9	2137	3	CBUDG	Mme	Céline	BESSAGNET	
76 - Occitanie	32 - Gers	2 - Condom	213203961 - Saint-Mézard	200090173	SIIS de Nord Lomagne	SIVU	0	0	2019-09-19	2019-09-19	MEMNB		4	822	2	CBUDG	M.	Christian	BOUCHER	
76 - Occitanie	32 - Gers	3 - Mirande	213202856 - Montesquiou	243200193	SIVOM de Montesquiou	SIVU	0	0	1964-05-28	1964-05-28	MEMNB		15	6432	1	CBUDG	M.	Gaëtan	LECLERC	
76 - Occitanie	32 - Gers	2 - Condom	213202088 - Lectoure	253200455	SIAEP du Lectourois	SIVU	0	0	1957-01-25	2011-03-14	POPUL		18	8115	1	CBUDG	M.	Philippe	BLANQUART	
76 - Occitanie	32 - Gers	3 - Mirande	213202427 - Masseube	253200513	SIAEP de la région de Masseube	SIVU	0	1	1959-03-19	1959-03-19	MEMNB		23	5081	1	CBUDG	M.	Marc	JUNQUA	
76 - Occitanie	32 - Gers	2 - Condom	213202963 - Nogaro	253200646	SIAEP de Nogaro, Caupenne et Sainte-Christie-d'Armagnac	SIVU	0	0	1967-09-05	1967-09-05	MEMNB		4	3311	1	CBUDG	M.	Roger	COMBRES	
76 - Occitanie	32 - Gers	2 - Condom	213202146 - Loubédat	253200653	SIAEP de Loubédat et Sion	SIVU	0	0	1957-01-25	1957-01-25	MEMNB		3	2511	1	CBUDG	M.	Jean-Luc	DARZAC	
76 - Occitanie	32 - Gers	2 - Condom	213200058 - Arblade-le-Haut	253200679	SIAEP de la région d'Arblade-le-Haut	SIVU	0	0	1957-01-25	1957-01-25	MEMNB		4	1029	1	CBUDG	M.	Jean-Marie	VERRIER	
76 - Occitanie	32 - Gers	3 - Mirande	213203813 - Saint-Jean-le-Comtal	253200968	SIIS de Saint-Jean-le-Comtal, Lasseran	SIVU	0	0	1978-07-17	1978-07-17	MEMNB		2	771	1	CBUDG	M.	Benoit	DURET	
76 - Occitanie	32 - Gers	2 - Condom	213201908 - Lannepax	253201115	SIIS Bascous, Noulens, Ramouzens, Lannepax	SIVU	0	0	1988-07-20	1988-07-20	MEMNB		5	1312	1	CBUDG	Mme	Patricia	DE HONDT	
76 - Occitanie	32 - Gers	1 - Auch	213201213 - Endoufielle	253201131	SIIS d'Auradé Endoufielle	SIVU	0	0	1989-07-04	1989-07-04	MEMNB		2	1209	1	CBUDG	Mme	Pascale	TERRASSON	
76 - Occitanie	32 - Gers	2 - Condom	213202716 - Monguilhem	253201198	SIAEP de Monguilhem, Toujouse	SIVU	0	0	1990-07-04	1990-07-04	MEMNB		3	711	1	CBUDG	M.	Bernard	DUPIN	
76 - Occitanie	32 - Gers	1 - Auch	213204621 - Vic-Fezensac	253201222	SI de voirie du canton de Vic-Fezensac	SIVU	0	0	1973-03-08	1973-03-08	AUTR	2 titulaires et pas de suppléant	19	6598	1	CBUDG	M.	Gérard	MIMALE	
76 - Occitanie	32 - Gers	1 - Auch	213203821 - Saint-Jean-Poutge	253201313	SIIS RPI Saint-Jean-Poutge, Biran, Le Brouilh-Monbert	SIVU	0	0	1991-12-05	1991-12-05	MEMNB		3	954	1	CBUDG	M.	Philippe	LAFFORGUE	
76 - Occitanie	32 - Gers	1 - Auch	213202211 - Lussan	253201321	Syndicat scolaire du RPI de Marsan, Lussan, l'Isle-Arné	SIVU	0	0	1991-12-11	1991-12-11	AUTR	maire + 3 conseillers municipaux 	3	916	1	CBUDG	M.	Bruno	BODART	
76 - Occitanie	32 - Gers	2 - Condom	213204290 - Sempesserre	253201362	SIIS de Castéra-Lectourois, Sainte-Mère, Sempesserre	SIVU	0	0	1992-02-10	1992-02-10	MEMNB		3	881	1	CBUDG	M.	Philippe	BLANCQUART	
76 - Occitanie	32 - Gers	2 - Condom	213203052 - Panjas	253201370	SIVU du RPI de Panjas, Ayzieu, Campagne-d'Armagnac et Lias-d'Armagnac	SIVU	0	0	1992-05-27	1992-05-27	MEMNB		4	1010	1	CBUDG	Mme	Marie-Claude	MAURAS	
76 - Occitanie	32 - Gers	1 - Auch	213204068 - Saint-Sauvy	253201396	SIIS Arrats Gimone	SIVU	0	0	1992-06-16	1992-06-16	MEMNB		2	776	1	CBUDG	M.	André	BERNADOT	
76 - Occitanie	32 - Gers	2 - Condom	213202393 - Marsolan	253201404	SIIS de Blaziert, Castelnau-sur-l'Auvignon, Marsolan	SIVU	0	0	1992-01-20	1992-01-20	MEMNB		3	736	1	CBUDG	M.	Dominique	GONELLA	
76 - Occitanie	32 - Gers	1 - Auch	213203474 - Roquefort	253201420	SIIS RPI de Lavardens et Roquefort	SIVU	0	0	1992-08-11	1992-08-11	MEMNB		2	657	1	CBUDG	Mme	Sylvie	PUJOS	
76 - Occitanie	32 - Gers	2 - Condom	213202559 - Miramont-Latour	253201511	SIIS de Miramont-Latour	SIVU	0	0	1993-11-05	1993-11-05	MEMNB		6	907	2	CBUDG	M.	François	BOUCHARD	
76 - Occitanie	32 - Gers	1 - Auch	213201171 - Duran	253201602	SIIS de Duran et Castin	SIVU	0	0	1996-03-25	1996-03-25	AUTR	Neuf membres; 4 T et 4 S pour Castin , 5T et 5 S pour Duran	2	1246	1	CBUDG	Mme	Nicole	BACCARINO	
76 - Occitanie	32 - Gers	2 - Condom	213201494 - Gondrin	253201644	SIIS Courrensan, Gondrin	SIVU	0	0	1996-06-26	1996-06-26	MEMNB		2	1606	1	CBUDG	Mme	Hélène	TUMELERO	
76 - Occitanie	32 - Gers	2 - Condom	213203060 - Pauilhac	253201651	SIIS de Terraube Pauilhac	SIVU	0	0	1996-08-01	1996-08-01	MEMNB		2	1026	1	CBUDG	M.	Thomas	MAGRI	
76 - Occitanie	32 - Gers	1 - Auch	213200769 - Castelnau-Barbarens	253201917	SIIS de Boulaur, Castelnau-Barbarens	SIVU	0	0	2004-07-15	2004-07-15	MEMNB		2	764	1	CBUDG	M.	Michel	BURGAN	
76 - Occitanie	32 - Gers	2 - Condom	213202088 - Lectoure	243200128	SIVOM de la région de Lectoure	SIVOM	0	0	1965-01-29	1965-01-29	MEMNB		14	7207	4	CBUDG	M.	David	SOUBIRAN	
76 - Occitanie	32 - Gers	3 - Mirande	213203045 - Panassac	243200144	SIVOM de la région de Masseube	SIVOM	0	0	1964-05-28	1964-05-28	MEMNB		30	5835	2	CBUDG	M.	Max	BALAS	
76 - Occitanie	32 - Gers	1 - Auch	213200132 - Auch	253200075	Syndicat Territoire d'Énergie Gers	SIVOM	1	0	2012-12-28	2013-01-01	MEMNB		461	198905	5	CBUDG	M.	Jean-Guy	DUPUY	
76 - Occitanie	32 - Gers	3 - Mirande	213203045 - Panassac	253201248	SIGERPI Panassac	SIVOM	0	0	1991-06-26	2005-11-28	MEMNB		7	985	2	CBUDG	Mme	Isabelle	EXILARD	
