Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
28 - Normandie	61 - Orne	1 - Alençon	216100016 - Alençon	246100663	CU d'Alençon	CU	0	1	1996-12-31	1996-12-31	RDC		31	57255	54	FPU	M.	Joaquim	PUEYO	
28 - Normandie	61 - Orne	2 - Argentan	216101691 - Flers	200035814	CA Flers Agglo	CA	0	0	2012-12-20	2013-01-01	RDC		42	54436	42	FPU	M.	Yves	GOASDOUÉ	
28 - Normandie	61 - Orne	1 - Alençon	216102582 - Le Mêle-sur-Sarthe	200035103	CC de la Vallée de la Haute Sarthe	CC	0	0	2012-12-05	2013-01-01	RDC		31	7645	25	AAZSE	M.	Christophe	DE BALORRE	
28 - Normandie	61 - Orne	1 - Alençon	216104646 - Sées	200035111	CC des Sources de l'Orne	CC	0	0	2012-12-07	2013-01-01	RDC		23	12534	25	FPU	M.	Jean-Pierre	FONTAINE	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	216102939 - Mortagne-au-Perche	200036069	CC du Pays de Mortagne au Perche	CC	0	0	2012-12-04	2013-01-01	RDC		33	14021	24	AAZSE	M.	Jean-Claude	LENOIR	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	200054070 - Rémalard en Perche	200068435	CC Coeur du Perche	CC	0	0	2016-10-06	2017-01-01	ACCOR		12	11341	24	FPU	M.	Thierry	LIGER	
28 - Normandie	61 - Orne	1 - Alençon	200060069 - Juvigny Val d'Andaine	200068443	CC Andaine - Passais	CC	0	0	2016-11-17	2017-01-01	ACCOR		12	13210	24	FPU	M.	Sylvain	JARRY	
28 - Normandie	61 - Orne	2 - Argentan	216100065 - Argentan	200068450	Terres d'Argentan Interco	CC	0	0	2016-11-17	2017-01-01	RDC		49	34111	33	FPU	M.	Frédéric	LEVEILLÉ	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	216102145 - L'Aigle	200068468	CC des Pays de L'Aigle	CC	0	0	2016-11-18	2017-01-01	RDC		32	25828	26	FPU	M.	Jean	SELLIER	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	200058980 - Longny les Villages	200068856	CC des Hauts du Perche	CC	0	0	2016-11-23	2017-01-01	ACCOR		10	8070	30	FPU	M.	Emmanuel	LE SECQ	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	216105080 - Vimoutiers	200069458	CC des Vallées d'Auge et du Merlerault	CC	0	0	2016-12-01	2017-01-01	RDC		46	14552	32	FPU	M.	Sébastien	GOURDEL	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	200053817 - Val-au-Perche	200071504	CC des Collines du Perche Normand	CC	0	0	2016-12-12	2017-01-01	RDC		16	12220	23	FPU	Mme	Isabelle	THIERRY	
28 - Normandie	61 - Orne	2 - Argentan	200049765 - Tinchebray-Bocage	200071520	CC Domfront Tinchebray Interco	CC	0	0	2016-12-13	2017-01-01	RDC		15	16183	25	FPU	M.	Bernard	SOUL	
28 - Normandie	61 - Orne	1 - Alençon	216100743 - Carrouges	200071652	CC du Pays Fertois et du Bocage Carrougien	CC	0	0	2016-12-13	2017-01-01	RDC		19	4947	18	ASZSE	Mme	Claudine	BELLENGER	
28 - Normandie	61 - Orne	2 - Argentan	200056752 - Putanges-le-Lac	246100390	CC du Val d'Orne	CC	0	0	1993-12-30	1993-12-30	RDC		17	5946	23	AAZSE	M.	Sébastien	LEROUX	
28 - Normandie	61 - Orne	2 - Argentan	216100230 - Bailleul	200001352	SIAEP du Meillon	SIVU	0	0	2005-12-22	2005-12-22	MEMNB		7	2252	1	CBUDG	M.	Jean-Louis	RIBOT	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	200054997 - La Ferté-en-Ouche	200026771	SIAEP de la Trigardière	SIVU	0	1	2010-10-27	2011-01-01	MEMNB		11	5969	1	CBUDG	M.	Christian	BARBIER	
28 - Normandie	61 - Orne	2 - Argentan	216103440 - Rânes	200028074	SIAEP de la vallée de l'Orne	SIVU	0	0	2011-02-23	2011-02-23	MEMNB		13	6099	1	CBUDG	M.	YVES	RIGOUIN	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	216101428 - Dame-Marie	200043057	SIAEP du Perche Sud	SIVU	0	1	2014-01-01	2014-01-01	AUTR		22	16218	1	CBUDG	M.	Arnaud	LOISEAU	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	216102939 - Mortagne-au-Perche	200043248	SIAEP du Haut Perche	SIVU	0	0	2014-01-01	2014-01-01	POPUL		23	15957	1	AUCUN	M.	JEAN-PAUL	MADELAINE	
28 - Normandie	61 - Orne	3 - Mortagne-au-Perche	216102145 - L'Aigle	200045326	SIAEP du Percher	SIVU	0	0	2014-01-01	2014-01-01	MEMNB		24	20236	1	CBUDG	M.	JEAN-MARIE	GOUSSIN	
