Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
84 - Auvergne-Rhône-Alpes	07 - Ardèche	2 - Privas	210701868 - Privas	200071413	CA Privas Centre Ardèche	CA	0	0	2016-12-05	2017-01-01	RDC		42	45015	44	FPU	M.	François	ARSAC	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210700787 - Davézieux	200072015	CA Annonay Rhône Agglo	CA	0	0	2016-12-05	2017-01-01	RDC		29	51028	43	FPU	M.	Simon	PLENET	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210701520 - Mauves	200073096	CA Arche Agglo	CA	0	1	2016-12-26	2017-01-01	RDC		41	60516	43	FPU	M.	Frédéric	SAUSSET	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210701298 - Lamastre	200016905	CC du Pays de Lamastre	CC	0	0	2008-09-08	2009-01-01	RDC		11	6812	22	FPU	M.	JEAN-PAUL	VALLON	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210703302 - Vallon-Pont-d'Arc	200039808	CC des Gorges de l'Ardèche	CC	0	0	2013-12-31	2013-12-31	ACCOR		20	15864	34	FPU	M.	Luc	PICHON	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210703229 - Thueyts	200039824	CC Ardèche des Sources et Volcans	CC	0	0	2014-01-01	2014-01-01	ACCOR		16	9923	33	FPU	M.	Cédric	D'IMPÉRIO	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210703344 - Les Vans	200039832	CC Pays des Vans en Cévennes	CC	0	0	2013-12-31	2013-12-31	ACCOR		15	9626	28	FPU	M.	Joël	FOURNIER	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210701025 - Guilherand-Granges	200041366	CC Rhône Crussol	CC	0	0	2014-01-01	2014-01-01	RDC		13	35375	35	FPU	M.	Jacques	DUBAY	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210700647 - Le Cheylard	200041465	CC Val Eyrieux	CC	0	0	2013-12-31	2013-12-31	RDC		29	12763	29	FPU	M.	Jacques	CHABAL	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	2 - Privas	210700761 - Cruas	200071405	CC Ardèche Rhône Coiron	CC	0	0	2016-12-16	2017-01-01	RDC		15	23679	23	FPU	M.	Yves	BOYER	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210700712 - Coucouron	200072007	CC Montagne d'Ardèche	CC	0	0	2016-12-16	2017-01-01	RDC		28	4912	29	FPU	M.	Jacques	GENEST	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210703252 - Ucel	200073245	CC du Bassin d'Aubenas	CC	0	0	2016-12-26	2017-01-01	RDC		28	41870	29	FPU	M.	Max	TOURVIEILHE	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210701108 - Joyeuse	240700302	CC du Pays Beaume-Drobie	CC	0	0	1994-12-22	1995-01-01	RDC		19	9285	27	FPU	M.	Christophe	DEFFREIX	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210701322 - Largentière	240700617	CC Val de Ligne	CC	0	0	1997-12-18	1998-01-01	ACCOR		11	6280	28	FPU	Mme	Brigitte	BAULAND	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210702924 - Saint-Romain-d'Ay	240700716	CC du Val d'Ay	CC	0	0	2001-11-29	2001-11-29	RDC		8	6061	28	FPU	Mme	Marie	VERCASSON	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210703419 - Villeneuve-de-Berg	240700815	CC Berg et Coiron	CC	0	0	2003-12-04	2004-01-01	RDC		13	8155	26	FPU	M.	Driss	NAJI	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	2 - Privas	210700423 - Bourg-Saint-Andéol	240700864	CC du Rhône aux Gorges de l'Ardèche	CC	0	0	2003-12-19	2009-12-19	RDC		9	19471	25	FPU	Mme	Françoise	GONNET TABARDEL	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	2 - Privas	210702791 - Saint-Montan	200016392	SI d'assainissement de la cité du barrage	SIVU	0	0	2008-07-10	2008-07-10	MEMNB		2	5726	1	CBUDG	M.	Roland	RIEU	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210700191 - Aubenas	200016632	SI de transport urbain Tout'en Bus	SIVU	0	0	2008-08-09	2008-08-09	MEMNB		11	32306	1	CBUDG	M.	Stéphane	CIVIER	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210701728 - Peaugres	200033363	SIVU pour la construction et la gestion d'un complexe multi-activités à vocation sportive, culturelle et de services	SIVU	0	0	2012-08-31	2012-08-31	MEMNB		2	4227	1	CBUDG	M.	Philippe	RONAN	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210702726 - Saint-Maurice-d'Ardèche	200047132	SIVU assainissement Saint-Maurice-d'Ardèche, Vogüé, Lanas	SIVU	0	0	2014-08-04	2014-08-04	MEMNB		3	1926	1	CBUDG	M.	Antoine	ALBERTI	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210702924 - Saint-Romain-d'Ay	200095958	SIVU du Complexe sportif de Brénieux	SIVU	0	0	2021-06-30	2021-07-01	MEMNB		3	4272	1	CBUDG	M.	Norbert	COLL	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210701892 - Ribes	240700062	SIVOM de la vallée de l'Alune	SIVU	0	0	1979-06-06	1979-06-06	MEMNB		2	495	1	CBUDG	Mme	Marie-Thérèse	MORFIN	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210700035 - Aizac	250700010	SI des eaux Aizac Labastide de Juvinas	SIVU	0	0	1974-09-13	1974-09-13	MEMNB		2	447	1	CBUDG	M.	Serge	CAVIGGIA	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	2 - Privas	210700225 - Baix	250700077	SIE de la Payre	SIVU	0	0	1978-05-02	1978-05-02	MEMNB		6	7116	1	CBUDG	M.	François	ARSAC	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	3 - Tournon-sur-Rhône	210700803 - Devesset	250700150	SI gestion du lac de Devesset	SIVU	0	1	1977-07-07	1977-07-07	MEMNB		3	5139	1	CBUDG	M.	Patrick	MARCAILLOU	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	1 - Largentière	210701553 - Mercuer	250700291	SI eaux Ailhon Mercuer (SIAM)	SIVU	0	0	1967-05-13	1967-05-13	MEMNB		2	1882	1	CBUDG	M.	Patrick	BERRET	
84 - Auvergne-Rhône-Alpes	07 - Ardèche	2 - Privas	210700720 - Coux	250700408	SIE du canton de Privas	SIVU	0	0	1978-06-26	1978-06-26	MEMNB		4	3494	1	CBUDG	M.	Jean	LEYNAUD	
