Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
44 - Grand Est	57 - Moselle	9 - Metz	215704636 - Metz	200039865	Metz Métropole	METRO	0	0	2014-01-01	2014-01-01	RDC		46	232797	59	FPU	M.	François	GROSDIDIER	
44 - Grand Est	57 - Moselle	3 - Forbach-Boulay-Moselle	215706060 - Saint-Avold	200067502	CA Saint-Avold Synergie	CA	0	0	2016-09-27	2017-01-01	RDC		41	53130	40	FPU	M.	Salvatore	COSCARELLA	
44 - Grand Est	57 - Moselle	6 - Sarreguemines	215706318 - Sarreguemines	200070746	CA Sarreguemines Confluences	CA	0	1	2016-12-23	2017-01-01	ACCOR		38	64878	49	FPU	M.	Roland	ROTH	
44 - Grand Est	57 - Moselle	3 - Forbach-Boulay-Moselle	215702275 - Forbach	245700372	CA de Forbach Porte de France	CA	0	0	2002-12-23	2003-01-01	RDC		21	76764	42	FPU	M.	Jean-Claude	HEHN	
44 - Grand Est	57 - Moselle	7 - Thionville	215703067 - Hayange	245701222	CA du Val de Fensch	CA	0	0	1999-12-09	2000-01-01	RDC		10	71779	44	FPU	M.	Michel	LIEBGOTT	
44 - Grand Est	57 - Moselle	7 - Thionville	215706722 - Thionville	245701362	CA Portes de France-Thionville	CA	0	0	2003-12-30	2004-01-01	RDC		13	84695	46	FPU	M.	Pierre	CUNY	
44 - Grand Est	57 - Moselle	9 - Metz	215702515 - Goin	200039907	CC du Sud Messin	CC	0	0	2014-01-01	2014-01-01	RDC		34	17191	33	FPU	Mme	Brigitte	TORLOTING	
44 - Grand Est	57 - Moselle	9 - Metz	215704339 - Maizières-lès-Metz	200039949	CC Rives de Moselle	CC	0	0	2014-01-01	2014-01-01	RDC		20	53748	26	FPU	M.	Julien	FREYBURGER	
44 - Grand Est	57 - Moselle	3 - Forbach-Boulay-Moselle	215701061 - Bouzonville	200067486	CC Bouzonvillois-Trois Frontières	CC	0	0	2017-01-01	2017-01-01	RDC		40	24703	32	FPU	M.	Armel	CHABANE	
44 - Grand Est	57 - Moselle	3 - Forbach-Boulay-Moselle	215700972 - Boulay-Moselle	200067650	CC Houve - Pays Boulageois	CC	0	0	2016-09-16	2017-01-01	RDC		37	23229	31	FPU	M.	Jean-Michel	BRUN	
