Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
28 - Normandie	27 - Eure	3 - Évreux	212702294 - Évreux	200071454	CA Evreux Portes de Normandie	CA	0	0	2016-12-13	2017-01-01	RDC		74	113592	45	FPU	M.	Guy	LEFRAND	
28 - Normandie	27 - Eure	1 - Les Andelys	212706816 - Vernon	200072312	CA Seine Normandie Agglomération	CA	0	0	2016-12-19	2017-01-01	RDC		61	84867	40	FPU	M.	Frédéric	DUCHE	
28 - Normandie	27 - Eure	1 - Les Andelys	212703755 - Louviers	200089456	CA Seine-Eure	CA	0	0	2019-06-14	2019-09-01	RDC		60	104704	49	FPU	M.	Bernard	LEROY	
28 - Normandie	27 - Eure	2 - Bernay	200077329 - Pont-Audemer	200065787	CC de Pont-Audemer / Val de Risle	CC	0	0	2016-09-22	2017-01-01	RDC		32	33395	33	FPU	M.	Francis	COUREL	
28 - Normandie	27 - Eure	2 - Bernay	212706295 - Thiberville	200066017	CC Lieuvin Pays d'Auge	CC	0	0	2016-09-19	2017-01-01	RDC		51	20707	25	AAZSE	M.	Hervé	MORIN	
28 - Normandie	27 - Eure	2 - Bernay	212701031 - Bourg-Achard	200066405	CC Roumois Seine	CC	0	1	2016-09-16	2017-01-01	RDC		40	42389	27	FPU	M.	Sylvain	BONENFANT	
28 - Normandie	27 - Eure	2 - Bernay	212700561 - Bernay	200066413	CC Intercom Bernay Terres de Normandie	CC	0	0	2016-09-28	2017-01-01	RDC		75	55523	32	FPU	M.	Nicolas	GRAVELLE	
28 - Normandie	27 - Eure	2 - Bernay	200063790 - Verneuil d'Avre et d'Iton	200066462	CC Interco Normandie Sud Eure	CC	0	1	2016-09-16	2017-01-01	RDC		41	38777	26	FPU	Mme	Nathalie	NOEL	
28 - Normandie	27 - Eure	1 - Les Andelys	212701510 - Charleval	200070142	CC Lyons Andelle	CC	0	0	2016-12-05	2017-01-01	RDC		30	20897	25	FPU	M.	Jean-Luc	ROMET	
28 - Normandie	27 - Eure	1 - Les Andelys	212702260 - Étrépagny	200071843	CC du Vexin Normand	CC	0	0	2016-12-16	2017-01-01	RDC		39	33250	27	FPU	M.	Alexandre	RASSAERT	
28 - Normandie	27 - Eure	3 - Évreux	212701650 - Conches-en-Ouche	242700276	CC du Pays de Conches	CC	0	0	1992-12-31	1992-12-31	RDC		25	18633	28	ASZSE	M.	Jérôme	PASCO	
28 - Normandie	27 - Eure	2 - Bernay	212704282 - Le Neubourg	242700607	CC du Pays du Neubourg	CC	0	0	2000-06-15	2000-06-15	RDC		41	23131	26	AAZSE	M.	Jean-Paul	LEGENDRE	
28 - Normandie	27 - Eure	1 - Les Andelys	212706238 - Surtauville	200003879	SIVOS de Crasville, Quatremare, Surtauville	SIVU	0	0	2006-06-28	2006-06-28	MEMNB		3	1070	1	CBUDG	Mme	Cindy	MARIE	
28 - Normandie	27 - Eure	3 - Évreux	212702997 - Gravigny	200004117	SIVU Cap Nord Est	SIVU	0	0	2006-07-01	2006-07-01	MEMNB		22	16200	1	CBUDG	Mme	Florence	DAMERON	
28 - Normandie	27 - Eure	2 - Bernay	212703672 - Lieurey	200017606	SIVOS du Lieuvin	SIVU	0	0	2008-11-17	2008-11-17	AUTR	Lieurey 6 délégués titulaires et un suppléant. Les six autres communes 2 délégués titulaires et un supplélant	6	2390	1	CBUDG	Mme	Isabelle	SIMON	
28 - Normandie	27 - Eure	1 - Les Andelys	212701197 - Bueil	200020105	Syndicat de gestion du COSEC collège Lucie Aubrac de Bueil	SIVU	0	0	2009-05-04	2009-05-04	POPUL		11	10210	1	CBUDG	Mme	Christine	COLLERY	
28 - Normandie	27 - Eure	2 - Bernay	212705024 - Rugles	200023588	SAEP de la région risloise et rugloise (SAEP3R)	SIVU	0	1	2009-12-29	2010-01-01	POPUL		13	7648	1	CBUDG	M.	Jean-Claude	PROVOST	
28 - Normandie	27 - Eure	1 - Les Andelys	212701049 - Bourg-Beaudouin	200027381	SIAEP de l'Andelle et ses plateaux	SIVU	0	1	2010-12-23	2011-01-01	MEMNB		19	17978	1	AUCUN	M.	Pascal	CALAIS	
28 - Normandie	27 - Eure	2 - Bernay	200082808 - Treis-Sants-en-Ouche	200042026	SAEP de la Charentonne	SIVU	0	0	2014-01-01	2014-01-01	AUTR	en fonction du nombre d'abonnés par commune	18	24375	1	AUCUN	M.	Nicolas	GRAVELLE	
28 - Normandie	27 - Eure	2 - Bernay	212701171 - Broglie	200042042	SAEP du Lieuvin et Pays d'Ouche	SIVU	0	1	2014-01-01	2014-01-01	MEMNB		25	12993	1	AUCUN	M.	Christian	LEROUGE	
28 - Normandie	27 - Eure	2 - Bernay	212704852 - Quillebeuf-sur-Seine	200043958	SAEP Risle et plateaux	SIVU	0	0	2013-05-27	2014-01-01	MEMNB		21	23620	1	AUCUN	M.	Didier	SWERTVAEGER	
28 - Normandie	27 - Eure	3 - Évreux	212705073 - Saint-André-de-l'Eure	200087260	Syndicat "La Clé des Champs"	SIVU	0	0	2018-12-26	2019-01-01	MEMNB		16	13219	1	CBUDG	Mme	Linda	ROLLET	
28 - Normandie	27 - Eure	1 - Les Andelys	212703961 - Ménesqueville	200089910	Syndicat scolaire Ménesqueville - Touffreville - Lisors	SIVU	0	0	2019-08-01	2019-09-01	MEMNB		3	1151	1	CBUDG	Mme	Béatrice	FERET	
28 - Normandie	27 - Eure	2 - Bernay	212700199 - Armentières-sur-Avre	200102846	SI "Eau du Pays de Verneuil"	SIVU	0	0	2023-12-18	2024-01-01	MEMNB		13	11538	1	AUCUN	M.	Jean-Etienne	MOREL	
28 - Normandie	27 - Eure	1 - Les Andelys	212703979 - Ménilles	252700034	Syndicat de voirie du canton de Pacy-sur-Eure	SIVU	0	0	1957-02-09	1957-02-09	MEMNB		16	9806	1	CFISC	M.	Didier	COURTAT	
28 - Normandie	27 - Eure	1 - Les Andelys	212705255 - Sainte-Colombe-près-Vernon	252700042	Syndicat de voirie des cantons de Vernon	SIVU	0	0	1964-05-19	1964-05-19	MEMNB		9	6907	1	CFISC	M.	Patrick	HEITZ	
28 - Normandie	27 - Eure	2 - Bernay	212700553 - Bérengeville-la-Campagne	252700406	SAEP d'Évreux Nord	SIVU	0	0	1959-11-16	1959-11-16	MEMNB		4	1364	1	CBUDG	M.	Patrick	LHERMEROULT	
28 - Normandie	27 - Eure	2 - Bernay	212703425 - Houetteville	252700505	SAEP de la région d'Hondouville	SIVU	0	0	1957-08-22	1957-08-22	MEMNB		3	1664	1	CBUDG	M.	Marc	ROMET	
28 - Normandie	27 - Eure	1 - Les Andelys	212706642 - Le Tronquay	252701156	SAEP du Tronquay	SIVU	0	0	1935-01-05	1935-01-05	MEMNB		3	832	1	AUCUN	M.	Bernard	GANDOIN	
28 - Normandie	27 - Eure	1 - Les Andelys	212706816 - Vernon	252701214	SI de gestion et de construction des équipements sportifs de Vernon	SIVU	0	0	1973-01-11	1973-01-11	MEMNB		18	46562	1	CBUDG	M.	Claude	THIBAULT	
28 - Normandie	27 - Eure	3 - Évreux	212706782 - Les Ventes	252701339	SIVOS des Tilleuls	SIVU	0	0	1977-09-23	1977-09-23	MEMNB		3	2869	2	CBUDG	M.	Stéphane	SIMON	
28 - Normandie	27 - Eure	2 - Bernay	212702104 - Écardenville-la-Campagne	252701354	Syndicat de RP d'Écardenville-la-Campagne, Bray	SIVU	0	0	1977-12-28	1977-12-28	MEMNB		2	872	1	CBUDG	M.	Didier	LECOQ	
28 - Normandie	27 - Eure	2 - Bernay	212700405 - Barquet	252701388	SIVOS Barquet-Emanville-Plessis	SIVU	0	0	1978-08-02	1978-08-02	MEMNB		3	1361	2	CBUDG	Mme	Dominique	MABIRE	
28 - Normandie	27 - Eure	2 - Bernay	212701692 - Conteville	252701412	SIS de Foulbec Conteville	SIVU	0	0	1978-03-29	1978-03-29	MEMNB		2	1696	1	CBUDG	Mme	Géraldine	LERILLE	
28 - Normandie	27 - Eure	2 - Bernay	212702435 - Fiquefleur-Équainville	252701438	SIVOS de Fiquefleur, Manneville	SIVU	0	0	1978-07-25	1978-07-25	MEMNB		2	1259	1	CBUDG	Mme	Marie-Thérèse	CARICAND	
