Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
24 - Centre-Val de Loire	41 - Loir-et-Cher	1 - Blois	214100182 - Blois	200030385	CA de Blois ''Agglopolys''	CA	0	0	2011-12-12	2012-01-01	RDC		43	109224	44	FPU	M.	CHRISTOPHE	DEGRUELLE	
24 - Centre-Val de Loire	41 - Loir-et-Cher	2 - Vendôme	214102691 - Vendôme	200072072	CA Territoires Vendômois	CA	0	0	2016-12-19	2017-01-01	RDC		65	54211	41	FPU	M.	Laurent	BRILLARD	
24 - Centre-Val de Loire	41 - Loir-et-Cher	3 - Romorantin-Lanthenay	214101065 - Lamotte-Beuvron	200000800	CC Coeur de Sologne	CC	0	0	2005-12-20	2006-01-01	RDC		6	10489	26	FPU	M.	Pascal	BIOULAC	
24 - Centre-Val de Loire	41 - Loir-et-Cher	3 - Romorantin-Lanthenay	214101941 - Romorantin-Lanthenay	200018406	CC du Romorantinais et du Monestois	CC	0	0	2008-12-29	2009-01-01	ACCOR		16	34402	26	FPU	M.	Jeanny	LORGEOUX	
24 - Centre-Val de Loire	41 - Loir-et-Cher	2 - Vendôme	214100950 - Fréteval	200040772	CC du Perche et Haut Vendômois	CC	0	0	2014-01-01	2014-01-01	ACCOR		23	9301	26	FPU	M.	Alain	BOURGEOIS	
24 - Centre-Val de Loire	41 - Loir-et-Cher	1 - Blois	214101362 - Mer	200055481	CC Beauce Val de Loire	CC	0	0	2016-01-01	2016-01-01	RDC		30	19931	28	FPU	M.	Pascal	HUGUET	
24 - Centre-Val de Loire	41 - Loir-et-Cher	3 - Romorantin-Lanthenay	200084994 - Le Controis-en-Sologne	200072064	CC Val-de-Cher-Controis	CC	0	0	2016-12-19	2017-01-01	RDC		33	48057	30	FPU	M.	Jacques	PAOLETTI	
24 - Centre-Val de Loire	41 - Loir-et-Cher	2 - Vendôme	214101438 - Mondoubleau	244100293	CC des Collines du Perche	CC	0	0	1993-12-28	1994-01-01	ACCOR		12	6043	26	FPU	Mme	Karine	GLOANEC-MAURIN	
24 - Centre-Val de Loire	41 - Loir-et-Cher	3 - Romorantin-Lanthenay	214101594 - Neung-sur-Beuvron	244100780	CC de la Sologne des Etangs	CC	0	0	2000-12-15	2001-01-01	RDC		12	8768	27	FPU	Mme	AGNES	THIBAULT	
24 - Centre-Val de Loire	41 - Loir-et-Cher	1 - Blois	214100257 - Bracieux	244100798	CC du Grand Chambord	CC	0	0	2001-12-26	2002-01-01	RDC		16	21000	26	FPU	M.	GILLES	CLEMENT	
24 - Centre-Val de Loire	41 - Loir-et-Cher	3 - Romorantin-Lanthenay	214102329 - Salbris	244100806	CC de la Sologne des Rivières	CC	0	0	2003-11-27	2004-01-01	RDC		7	10621	25	FPU	M.	ALEXANDRE	AVRIL	
