Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200763 - Vaucresson	200003200	SICOM du haras Lupin	SIVU	0	0	2006-04-25	2006-04-25	MEMNB		2	27191	1	CBUDG	M.	THIERRY	KOCH-CHEVALIER	
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200367 - Gennevilliers	200025443	Syndicat pour la restauration collective (SYREC)	SIVU	0	1	2010-06-17	2010-06-17	AUTR		3	141765	1	CBUFI	M.	PHILIPPE	CLOCHETTE	
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200250 - Colombes	200030187	SIVU CO.CLI.CO	SIVU	0	0	2011-02-01	2011-02-01	MEMNB		2	154516	1	CBUDG	Mme	NATHALIE	MA	
11 - Île-de-France	92 - Hauts-de-Seine	3 - Boulogne-Billancourt	219200474 - Marnes-la-Coquette	200043412	SIVU de Garches, Marnes-la-Coquette	SIVU	0	0	2013-10-31	2013-11-15	MEMNB		2	20113	1	CBUDG	M.	Emmanuel	FELTESSE	
11 - Île-de-France	92 - Hauts-de-Seine	3 - Boulogne-Billancourt	219200722 - Sèvres	259200178	SI pour l'équipement sanitaire et social de Sèvres, Chaville et Ville-d'Avray	SIVU	0	0	1967-11-30	1967-11-30	POPUL		3	54187	1	CBUDG	M.	Grégoire	de LA RONCIERE	
11 - Île-de-France	92 - Hauts-de-Seine	1 - Antony	219200235 - Clamart	259200202	SI du lycée de Clamart-Châtillon	SIVU	0	0	1970-07-03	1970-07-03	MEMNB		2	92087	1	CBUDG	M.	JEAN DIDIER	BERGER	
11 - Île-de-France	92 - Hauts-de-Seine	1 - Antony	219200235 - Clamart	259200236	SI du cimetière de Clamart	SIVU	0	0	1946-04-17	1946-04-17	POPUL		7	370486	1	CBUDG	M.	JEAN	MILCOS	
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200508 - Nanterre	259200210	SENEO	SMF	0	0	1993-04-27	1993-04-27	AUTR	1 délégué supp pour autant de fois 2 000 000 m3 vendue sur le territoire communal pendant l'année qui aura précédé le renouvellement du comité	2	797198	1	CBUDG	M.	Philippe	JUVIN	
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200623 - Puteaux	259200020	SMO de chauffage et de refroidissement urbain	SMO	0	0	1965-04-30	1965-04-30	AUTR	trois délégués de chacune des communes membres  deux délégués  du Département désigné en son sein par le Conseil Général	4	224061	1	CBUDG	M.	JACQUES	KOSSOWSKI	
11 - Île-de-France	92 - Hauts-de-Seine	1 - Antony	219200193 - Châtenay-Malabry	259200293	SM de chauffage à Châtenay-Malabry	SMO	0	0	1982-09-03	1982-09-03	MEMNB		2	35294	1	CBUDG	M.	Jean-Louis	GHIGLIONE	
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200508 - Nanterre	259200376	SM de Châtenay-Malabry	SMO	0	0	2000-12-12	2000-12-12	POPUL		2	35294	1	CBUDG	M.	VINCENT	FRANCHI	
11 - Île-de-France	92 - Hauts-de-Seine	1 - Antony	219200029 - Antony	200057966	Vallée Sud-Grand Paris	EPT	0	0	2016-01-01	2016-01-01	POPUL		11	409929	10	CFISC	M.	JEAN DIDIER	BERGER	
11 - Île-de-France	92 - Hauts-de-Seine	3 - Boulogne-Billancourt	219200482 - Meudon	200057974	Grand Paris Seine Ouest	EPT	0	0	2016-01-01	2016-01-01	POPUL		8	321543	6	CFISC	M.	PIERRE CHRISTOPHE	BAGUET	
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200508 - Nanterre	200057982	Paris Ouest La Défense	EPT	0	0	2016-01-01	2016-01-01	POPUL		11	569702	7	CFISC	M.	Jacques	KOSSOWSKI	
11 - Île-de-France	92 - Hauts-de-Seine	2 - Nanterre	219200367 - Gennevilliers	200057990	Boucle Nord de Seine	EPT	0	1	2016-01-01	2016-01-01	POPUL		7	457654	6	CFISC	M.	ANDRE	MANCIPOZ	
