Région siège	Département siège	Arrondissement siège	Commune siège	N° SIREN	Nom du groupement	Nature juridique	Syndicat à la carte	Groupement interdépartemental	Date de création	Date d'effet	Mode de répartition des sièges	Autre mode de répartition des sièges	Nombre de membres	Population	Nombre de compétences exercées	Mode de financement	Civilité Président	Prénom Président	Nom Président
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218201218 - Montauban	248200099	CA Grand Montauban	CA	0	0	1999-12-21	1999-12-21	RDC		11	81246	39	FPU	Mme	BRIGITTE	BAREGES	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200947 - Lauzerte	200040418	CC du Pays de Serres en Quercy	CC	0	0	2013-12-31	2013-12-31	RDC		22	8499	32	AAZSE	M.	Claude	VERIL	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200335 - Castelsarrasin	200066322	CC Terres des Confluences	CC	0	0	2017-01-01	2017-01-01	ACCOR		22	43176	32	FPU	M.	Dominique	BRIOIS	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218200798 - Labastide-Saint-Pierre	200066652	CC Grand Sud Tarn-et-Garonne	CC	0	0	2016-09-09	2017-01-01	RDC		25	43854	25	FPU	Mme	Marie-Claude	NEGRE	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218201341 - Nègrepelisse	200066884	CC Quercy Vert-Aveyron	CC	0	0	2016-09-09	2017-01-01	RDC	i	13	23179	23	ASZSE	M.	Morgan	TELLIER	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218200871 - Lafrançaise	200067122	CC du Pays de Lafrançaise	CC	0	0	2016-11-04	2017-01-01	ACCOR		11	11430	25	FPU	M.	Thierry	DELBREIL	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218201861 - Valence	248200016	CC des Deux Rives	CC	0	1	2001-12-24	2002-01-01	RDC		28	19316	32	ASZSE	M.	Jean-Michel	BAYLET	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218200376 - Caussade	248200057	CC du Quercy Caussadais	CC	0	0	1996-12-30	1996-12-30	RDC		19	20893	25	ASZSE	M.	Guy	ROUZIES	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200137 - Beaumont-de-Lomagne	248200065	CC de la Lomagne Tarn-et-Garonnaise	CC	0	0	1997-06-02	1997-06-02	ACCOR		31	10349	24	FPU	M.	Bernard	SALOMON	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218201556 - Saint-Antonin-Noble-Val	248200107	CC du Quercy Rouergue et des Gorges de l'Aveyron	CC	0	1	1997-12-23	1997-12-23	ACCOR		17	7923	34	FPU	M.	Gilles	BONSANG	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200723 - Golfech	200056364	SM d'eau potable (SMEP)	SIVU	0	1	2015-12-31	2015-12-31	MEMNB		25	31696	1	AUCUN	M.	Bruno	DOUSSON	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200228 - Bourg-de-Visa	258200088	SIVU des eaux de la région de Bourg-de-Visa	SIVU	0	0	1956-11-24	1956-11-24	MEMNB		7	1854	1	CBUDG	M.	Jean	BENOIS	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218200376 - Caussade	258200146	SIVU Caussade - Monteils - Parc de la Lère	SIVU	0	0	1979-06-19	1979-06-19	MEMNB		2	8464	1	CBUDG	M.	JEAN CLAUDE	CLARMONT	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200426 - Cazes-Mondenard	258200310	SIVU des eaux de Cazes, Sauveterre, Tréjouls	SIVU	0	0	1971-01-28	1971-01-28	MEMNB		3	1622	1	CBUDG	M.	Jean-Marc	BELVEZE	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200947 - Lauzerte	258200369	SIVU des eaux de la région de Lauzerte et de Montaigu	SIVU	0	0	1956-06-12	1956-06-12	MEMNB		5	3321	1	CBUDG	M.	Thierry	OLIVIER	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200970 - Lavit	258200401	SIVU des eaux de Lavit-de-Lomagne	SIVU	0	0	1954-06-11	1954-06-11	MEMNB		13	2887	1	CBUDG	M.	FRANCOIS	MEUNIER	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218201051 - Mas-Grenier	258200732	SIVU des eaux de la région de Mas-Grenier	SIVU	0	0	1948-05-22	1948-05-22	MEMNB		8	4536	1	CBUDG	M.	GERARD	FENIE	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218200202 - Bouillac	258200740	SIVU des eaux de Verdun, Beaupuy, Bouillac	SIVU	0	0	1953-02-10	1953-02-10	MEMNB		3	5804	1	CBUDG	M.	Jean-Michel	VALETTE	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218201507 - Reyniès	258200773	SIVU d'irrigation de la vallée du Tarn	SIVU	0	0	1972-10-05	1972-10-05	MEMNB		4	67427	1	CBUDG	Mme	MARIE CLAUDE	BERLY	
76 - Occitanie	82 - Tarn-et-Garonne	1 - Castelsarrasin	218200087 - Auvillar	258200807	SIVU des eaux d'Auvillar	SIVU	0	0	1954-10-18	1954-10-18	MEMNB		6	2125	1	CBUDG	M.	Stéphan	RATTO	
76 - Occitanie	82 - Tarn-et-Garonne	2 - Montauban	218201473 - Puylagarde	258200922	SIVU de voirie de Loze, Puylagarde, Saint-Projet	SIVU	0	0	1984-05-09	1984-05-09	MEMNB		3	761	1	CBUDG	M.	Patrick	CAT	
